doc,seccion,chars,corpus_type,y1_ebi,y2_sa,y4_nv,y8_mafapo_cs,y9_cidh_cs,y10_rep_v5
Auto_125_2021_Norte_Santander,HECHOS_Y_CONDUCTAS,8150,B,0.9257898603967673,1.0,0.34953703703703703,0.14717202558603648,0.21761846542358398,0.5548611111111109
Auto_125_2021_Norte_Santander,RECONOCIMIENTO,67793,B,0.1560021152829191,1.0,0.27362204724409456,0.17555053102666618,0.24549734592437744,0.5937992125984255
Auto_125_2021_Norte_Santander,CALIFICACION_JURIDICA,12035,B,0.2643171806167401,1.0,0.5462962962962963,0.1526447064179477,0.23705804347991943,1.0
Auto_125_2021_Norte_Santander,SANCIONES_PROPIAS,7347,B,0.0,1.0,0.2261904761904762,0.3139309544994465,0.38796019554138184,0.5312499999999999
Auto_SRVR_ADHC_03_julio_2023,HECHOS_Y_CONDUCTAS,633059,B,0.0026953209228778,0.678480957562575,0.14605426677713376,0.12972529433689128,0.19081103801727295,0.2290182270091174
Auto_SRVR_ADHC_03_julio_2023,RECONOCIMIENTO,128714,B,0.00660414740457,0.9123674911660736,0.10982747997535429,0.13942872031569098,0.2150402069091797,0.1084565619223661
Auto_SRVR_ADHC_03_julio_2023,RESUELVE,784,B,0.0,0.8666666666666667,0.38888888888888884,0.15216240509685897,0.20928341150283813,0.0
Auto_SRVR_ADHC_03_julio_2023,PATRONES_MACROCRIMINALES,1480446,B,0.0125531204293397,0.0,0.0,0.12539472648598016,0.1683472990989685,0.1911863835524116
Auto_SRVR_ADHC_03_julio_2023,CALIFICACION_JURIDICA,2642908,B,0.0058933120413672,0.0,0.0,0.14603351816990584,0.2073124647140503,0.2381921424186443
Auto_SRVR_ADHC_03_julio_2023,CONSIDERACIONES,312442,B,0.0,0.43960159362549134,0.08184073326606107,0.14297372515727225,0.19630968570709229,0.3091511099899137
Auto_SRVR_ADHC_03_julio_2023,SANCIONES_PROPIAS,117597,B,0.0,0.9825603217158134,0.08172914555893286,0.20724693722155685,0.2703278660774231,0.0910587639311044
Auto_SUBD_062_2023_Antioquia_Montoya,HECHOS_Y_CONDUCTAS,338617,B,0.3630612665887369,1.0,0.23938782191182886,0.13750230546193776,0.2165004014968872,0.1986032300305532
Auto_SUBD_062_2023_Antioquia_Montoya,CALIFICACION_JURIDICA,114163,B,0.3937911758834098,1.0,0.3586226851851851,0.14840169246580592,0.23023772239685059,0.2234375000000003
Auto_SUBD_062_2023_Antioquia_Montoya,RECONOCIMIENTO,18321,B,0.2205206738131699,1.0,0.10923423423423423,0.16139628750426904,0.19317972660064697,0.1283783783783783
Auto_SUBD_062_2023_Antioquia_Montoya,PATRONES_MACROCRIMINALES,1085049,B,0.540868926793202,0.0,0.0,0.2011914055276005,0.2815787196159363,0.3698820635721508
Auto_SUBD_062_2023_Antioquia_Montoya,CONSIDERACIONES,31657,B,0.5653198043123755,1.0,0.4500000000000001,0.1390344300287666,0.18668115139007568,0.0
Auto_SUBD_062_2023_Antioquia_Montoya,SANCIONES_PROPIAS,81628,B,0.0258157045536034,0.7594159292035433,0.13921859545004958,0.1457639855066466,0.21437710523605347,0.2601632047477746
Auto_SUBD_062_2023_Antioquia_Montoya,RESUELVE,3634,B,0.3231597845601436,0.0,1.0,0.12165391137397052,0.16705453395843506,0.0
Auto_SUBD_081_2023_Subcaso_Huila,CUERPO,410,B,0.0,1.0,0.0,0.3173010605549156,0.3708930015563965,0.0
Auto_SUBD_081_2023_Subcaso_Huila,HECHOS_Y_CONDUCTAS,72497,B,0.5432036382011116,1.0,0.3254531126871551,0.14158386446509053,0.22303974628448486,0.1770094562647755
Auto_SUBD_081_2023_Subcaso_Huila,RECONOCIMIENTO,2629141,B,0.4201163064548271,0.0,0.0,0.16793129941791562,0.24374109506607056,0.3583666568656002
Auto_SUBD_081_2023_Subcaso_Huila,CALIFICACION_JURIDICA,156312,B,0.3904117716862466,1.0,0.2419663915094338,0.14663300138218371,0.17506825923919678,0.2928950471698106
Auto_SUBD_081_2023_Subcaso_Huila,PATRONES_MACROCRIMINALES,338961,B,0.5807368018501995,1.0,0.29728096676737226,0.16716296228704863,0.2253638505935669,0.4478096676737157
Auto_SUBD_081_2023_Subcaso_Huila,RESUELVE,7967,B,1.0641891891891893,0.8666666666666667,1.0,0.14718307625238292,0.23958098888397217,0.6964285714285714
RC-04-2024-dabeiba,HECHOS_Y_CONDUCTAS,113508,B,0.2786285940124494,0.9935032894736856,0.16360294117647065,0.12961492540491337,0.21701359748840332,0.2954923273657283
RC-04-2024-dabeiba,SANCIONES_PROPIAS,202826,B,0.0504611589246166,1.0,0.12258830513505489,0.15173099345779262,0.2338539958000183,0.3600623330365077
RC-04-2024-dabeiba,RECONOCIMIENTO,174442,B,0.2932532583695374,1.0,0.20222314277823794,0.09611748885220617,0.1589910387992859,0.3986743993371973
RC-04-2024-dabeiba,CONSIDERACIONES,3552,B,0.0,1.0,0.0,0.17556581174978603,0.2541216015815735,0.3421052631578947
RC-04-2024-dabeiba,CALIFICACION_JURIDICA,20069,B,0.1034780109226789,1.0,0.3242574257425742,0.1572889076106465,0.23595643043518066,0.33019801980198
RC-04-2024-dabeiba,PATRONES_MACROCRIMINALES,62300,B,0.4694792715292394,1.0,0.35044853635505196,0.14665986858698643,0.21234488487243652,0.2276912181303118
RC_01_2022_Norte_Santander,HECHOS_Y_CONDUCTAS,73862,B,1.359206702000342,1.0,0.38780487804878055,0.1135566823298867,0.1683661937713623,0.3463414634146346
RC_01_2022_Norte_Santander,RECONOCIMIENTO,359937,B,0.5881831085876508,1.0,0.24556518151815204,0.14898213030479357,0.20091605186462402,0.5259405940594125
RC_01_2022_Norte_Santander,SANCIONES_PROPIAS,237436,B,0.175267770204479,1.0,0.14455922865013768,0.12345076195849469,0.18574577569961548,0.4309710743801638
RC_01_2022_Norte_Santander,CALIFICACION_JURIDICA,54422,B,0.2063177526518242,1.0,0.20742092457420927,0.19433306381400794,0.2657560110092163,0.5733576642335775
RC_01_2022_Norte_Santander,CONSIDERACIONES,3648,B,0.0,1.0,0.0,0.16060133521460462,0.19839715957641602,0.515625
RC_01_2022_Norte_Santander,PATRONES_MACROCRIMINALES,87023,B,1.1545974101135792,1.0,0.5448717948717946,0.15012604552191655,0.22422510385513306,0.2927101967799646
RC_03_2022_Costa_Caribe,HECHOS_Y_CONDUCTAS,42897,B,0.3465572275421796,1.0,0.1914634146341464,0.11572328621333872,0.1651005744934082,0.3207317073170734
RC_03_2022_Costa_Caribe,RECONOCIMIENTO,482101,B,0.6125317980988085,1.0,0.3483238387379507,0.16744958947424549,0.23465418815612793,0.503330411919377
RC_03_2022_Costa_Caribe,SANCIONES_PROPIAS,219952,B,0.2337337932675151,1.0,0.19355670103092787,0.1538922570993414,0.1910167932510376,0.4697680412371114
RC_03_2022_Costa_Caribe,CALIFICACION_JURIDICA,89501,B,0.5933171497929458,1.0,0.4521666666666663,0.21827885556002646,0.2665451765060425,0.34895
RC_03_2022_Costa_Caribe,CONSIDERACIONES,3304,B,0.0,0.6734615384615386,0.13793103448275862,0.11789071077128022,0.1644514799118042,0.5344827586206896
RC_03_2022_Costa_Caribe,PATRONES_MACROCRIMINALES,10118,B,0.4639175257731959,1.0,0.38293650793650796,0.13083222063478395,0.18506091833114624,0.4285714285714285
informe-avances-resultados-JEP-2024,CUERPO,810,B,0.0,1.0,0.0,0.11920207257160242,0.20368152856826782,0.0
informe-avances-resultados-JEP-2024,RECONOCIMIENTO,81341,B,0.1130475741874705,1.0,0.16853233830845774,0.13486822284850664,0.19457483291625977,0.168221393034826
informe-avances-resultados-JEP-2024,SANCIONES_PROPIAS,32666,B,0.2232788918751292,1.0,0.31293706293706314,0.17035246271673632,0.23596858978271484,0.0996503496503496
informe-avances-resultados-JEP-2024,HECHOS_Y_CONDUCTAS,38448,B,0.3656678517013713,1.0,0.36918063314711363,0.13723559930323082,0.18389254808425903,0.1578212290502792
informe-avances-resultados-JEP-2024,CALIFICACION_JURIDICA,11955,B,0.0,1.0,0.30176767676767674,0.2735774458417193,0.3242863416671753,0.0
sentencia-TP-SeRVR-RC-ST-001-2025-caso01-farc,RECONOCIMIENTO,992259,B,0.007653523642003,1.0,0.18269043444379499,0.11189516005575983,0.17803585529327393,0.2993132670952719
sentencia-TP-SeRVR-RC-ST-001-2025-caso01-farc,PATRONES_MACROCRIMINALES,7609,B,0.0,0.5260465116279072,0.07092198581560284,0.12192298078984987,0.1843562126159668,0.0
sentencia-TP-SeRVR-RC-ST-001-2025-caso01-farc,CALIFICACION_JURIDICA,37323,B,0.0,0.4756459330143535,0.04658792650918636,0.1458645763485179,0.20900243520736694,0.4837598425196857
sentencia-TP-SeRVR-RC-ST-001-2025-caso01-farc,HECHOS_Y_CONDUCTAS,20028,B,0.0,0.6411578947368418,0.0,0.15063865590308645,0.22764897346496582,0.5515463917525774
sentencia-TP-SeRVR-RC-ST-001-2025-caso01-farc,SANCIONES_PROPIAS,311001,B,0.003301492274508,1.0,0.06648326455754244,0.20502650572647418,0.2538853883743286,0.4424690508940824
sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed,RECONOCIMIENTO,863775,B,0.0086568909611427,1.0,0.2018402927249246,0.11122724350947732,0.17830580472946167,0.2240637107189006
sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed,PATRONES_MACROCRIMINALES,2199,B,0.0,1.0,0.16666666666666669,0.12555210251694982,0.1849735975265503,0.0
sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed,CALIFICACION_JURIDICA,14903,B,0.0,1.0,0.08637469586374696,0.15291768851343823,0.21430742740631104,0.261861313868613
sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed,HECHOS_Y_CONDUCTAS,8053,B,0.0,1.0,0.0,0.14121429537797936,0.21711939573287964,0.1999999999999999
sentencia-TP-SeRVR-RC-ST-001-2025-caso03-catatumbo-compressed,SANCIONES_PROPIAS,223170,B,0.0044603033006244,1.0,0.09618573797678281,0.20202778597871662,0.23778843879699707,0.303955223880596
sentencia-interpretativa-SENIT-8-2025-reparacion,CUERPO,2319,B,0.0,0.65,0.0,0.18735572567446468,0.26352250576019287,0.2321428571428571
sentencia-interpretativa-SENIT-8-2025-reparacion,HECHOS_Y_CONDUCTAS,29148,B,0.0717846460618145,1.0,0.06693989071038252,0.17308968543519176,0.2550811171531677,0.1318306010928961
sentencia-interpretativa-SENIT-8-2025-reparacion,SANCIONES_PROPIAS,289661,B,0.0421456696808405,1.0,0.07278699861687421,0.1233115228133469,0.18910986185073853,0.1723288381742734
sentencia-interpretativa-SENIT-8-2025-reparacion,CONSIDERACIONES,13295,B,0.2245322245322245,1.0,0.19918699186991867,0.16292752403575428,0.23462748527526855,0.1859756097560975
sentencia-interpretativa-SENIT-8-2025-reparacion,RECONOCIMIENTO,66531,B,0.0,1.0,0.04477292202227935,0.1391291087216373,0.19511806964874268,0.2361825192802057
sentencia-interpretativa-SENIT-8-2025-reparacion,CALIFICACION_JURIDICA,26076,B,0.0,1.0,0.05945692883895131,0.1493951366389391,0.21717870235443115,0.1544943820224719
sentencia-interpretativa-SENIT-8-2025-reparacion,PATRONES_MACROCRIMINALES,44779,B,0.2067117519458976,1.0,0.18469267139479909,0.14261106630995157,0.215884268283844,0.1257978723404255
sentencia-interpretativa-SENIT-8-2025-reparacion,RESUELVE,5932,B,0.0,1.0,0.0,0.13415543451635448,0.2186291217803955,0.18359375
