doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning,y8_cs,y9_cs,y8_mafapo_cs,y9_cidh_cs,corpus,y2_sa_z,y4_nv_z,y10_rep_z,y8_mafapo_cs_z,y9_cidh_cs_z,DIS_n1,IEI_n1
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,HECHOS,A-CE,2020.0,0.0,1.0,0.9832,0.5641,0,0.8966,0.0,0.7463757840629591,0.2632172979417856,0.2713777566564215,,3083,14,5,0,0,0.738,False,0.4045480489730835,0.4196357131004333,0.4045480489730835,0.4196357131004333,A,0.615440636199528,0.7441432227825878,0.375536481290374,0.992053032358665,0.9874436284541488,0.6631934062566283,0.8556357964539346
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,CONSIDERACIONES,A-CE,2020.0,0.0,1.0,0.9804,0.5,0,0.8966,0.4643,0.7035397100542634,0.2506874320422079,0.1759541841908809,,8000,55,9,6,0,1.859,False,0.2310335636138916,0.2749361991882324,0.2310335636138916,0.2749361991882324,A,0.615440636199528,0.7020666296461159,0.8916497529371452,0.6273950332250882,0.6422904613687851,0.4936326171648318,0.5452330607266378
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,DECISIÓN,A-CE,2020.0,0.0,1.0,0.9857,0.0778,0,0.8966,0.6,0.7018763152707138,0.251092030820971,0.2502933757928854,,4007,16,1,4,0,0.903,False,0.2087166905403137,0.2605551481246948,0.2087166905403137,0.2605551481246948,A,0.615440636199528,0.37074179301034466,0.9464624456979117,0.4918114719773684,0.5522298283293439,0.3612251165140819,0.38597293997095156
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,HECHOS,A-CSJ,2016.0,0.0,0.34,0.9744,0.3333,1,0.7586,0.0,0.6745203897303779,0.2026408671574689,0.2358063564475936,,1357,2,1,0,0,0.407,False,0.1582309603691101,0.2016675472259521,0.1582309603691101,0.2016675472259521,A,0.0927153016178208,0.5768457789978932,0.375536481290374,0.21659697617500875,0.20941284304600008,0.42168543382838775,0.3867956587618516
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9953,0.3854,1,0.7586,0.0,0.7106573239535703,0.2510980889040227,0.2348194515192443,,6645,51,4,0,0,2.084,False,0.196719229221344,0.2595148086547851,0.196719229221344,0.2595148086547851,A,0.615440636199528,0.6179595075500016,0.375536481290374,0.4181224830370001,0.545501368020666,0.6190291059252232,0.5348257232965088
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,DECISIÓN,A-CSJ,2016.0,0.0,0.52,0.9868,0.3333,1,0.7586,0.0,0.6662181747992547,0.2327381115440679,0.272084469658712,,773,2,1,0,0,0.57,False,0.2769802808761596,0.2975323796272278,0.2769802808761596,0.2975323796272278,A,0.17790510243813928,0.5768457789978932,0.375536481290374,0.8404083439270287,0.7641439928355376,0.4515018641154992,0.716075867432966
0835aff2f7b290575f4c137c746195900f0297f0d0f9973533ccfe7931843bd1,CONSIDERACIONES,A-CE,2012.0,0.0,1.0,0.9952,0.1111,0,0.6207,0.0,0.6997957611146624,0.3118738837242808,0.2582114233959924,,8000,32,1,0,0,2.88,False,0.2060458064079284,0.229725956916809,0.2060458064079284,0.229725956916809,A,0.615440636199528,0.3965877921666637,0.375536481290374,0.4752608190301291,0.35535588380367233,0.5415490055410549,0.4614521152048707
0835aff2f7b290575f4c137c746195900f0297f0d0f9973533ccfe7931843bd1,DECISIÓN,A-CE,2012.0,0.0,0.6262,0.9965,0.1296,0,0.6207,0.0,0.6860403985204913,0.2326238536447511,0.2554278287350575,,3027,4,1,0,0,1.548,False,0.1812694668769836,0.2115870714187622,0.1812694668769836,0.2115870714187622,A,0.25201045835129693,0.4112106827924416,0.375536481290374,0.3287406907023007,0.255523121264967,0.41946645501319624,0.39385924043883425
08e5432af3304b3a3a170a98fdbf65a0ed258dee5857fee19d538aa2d87f4057,DECISIÓN,A-CE,2006.0,0.0,0.5417,0.9911,0.0,0,0.4138,0.0,0.706257873888984,0.2596777865228202,0.2602325772729359,,2225,5,0,0,0,1.105,False,0.230901300907135,0.2882275581359863,0.230901300907135,0.2882275581359863,A,0.19152202029808166,0.3133564794428533,0.375536481290374,0.6266274253030444,0.717580484312325,0.36404653052221503,0.566067519321169
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,HECHOS,A-CSJ,2017.0,0.0,1.0,0.9805,0.3214,1,0.7931,0.1607,0.7116707053969545,0.2623350377505241,0.2487591933979281,,6792,52,6,2,0,2.686,False,0.1237969398498535,0.1768851280212402,0.1237969398498535,0.1768851280212402,A,0.615440636199528,0.5672812911250122,0.5979610080552799,0.10525788158271554,0.12176849337464532,0.5345643721470051,0.28342207839907657
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,CONSIDERACIONES,A-CSJ,2017.0,0.0,1.0,0.9871,0.7018,1,0.7931,0.2368,0.7020285138831558,0.2312107392218529,0.2113234615873788,,8000,70,9,2,0,3.018,False,0.1529850363731384,0.2097803354263305,0.1529850363731384,0.2097803354263305,A,0.615440636199528,0.8204974248908093,0.6954630405796284,0.19532218404350843,0.24664972183184788,0.5939394092077296,0.3837244568883742
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,DECISIÓN,A-CSJ,2017.0,0.0,0.0,0.9931,0.0,1,0.7931,0.0,0.6624161809367596,0.2386823571925995,0.2750159519518664,,360,0,0,0,0,0.396,False,0.2472058534622192,0.2951812148094177,0.2472058534622192,0.2951812148094177,A,0.024169707443500377,0.3133564794428533,0.375536481290374,0.7155285271279099,0.7528967816736954,0.3054732210231116,0.6042461644321461
0c26b5b6275ecd41519f439bd6423b00c5a60d7f16364fe93ed8b2a60cc488c2,DECISIÓN,A-CSJ,2015.0,0.0,1.0,0.9966,0.0,1,0.7241,0.0,0.6349521697644548,0.1928248939304016,0.2257362371548671,,481,6,0,0,0,0.472,False,0.2492591142654419,0.315207839012146,0.2492591142654419,0.315207839012146,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.7257851535781353,0.8371563446876423,0.5124180460877212,0.6246878962925143
0c6ebf783e6197586b6569bbd3e53cc9d96e6929eaaf5dae3e9a390bc5925295,HECHOS,A-CSJ,2015.0,0.0,0.65,0.9889,0.0,1,0.7241,0.0,0.6629345558499087,0.1942194856943684,0.212427953088545,,637,1,0,0,0,0.529,False,0.2232046127319336,0.2779681086540222,0.2232046127319336,0.2779681086540222,A,0.27116699167845204,0.3133564794428533,0.375536481290374,0.580974395214101,0.6602734923523251,0.39192227050534467,0.5386275603980388
0c6ebf783e6197586b6569bbd3e53cc9d96e6929eaaf5dae3e9a390bc5925295,CONSIDERACIONES,A-CSJ,2015.0,0.0,1.0,0.9925,0.3188,1,0.7241,0.2717,0.7026651759735824,0.2356102039103755,0.2229671079856356,,8000,57,5,3,0,3.549,False,0.1596043705940246,0.2077230811119079,0.1596043705940246,0.2077230811119079,A,0.615440636199528,0.565184620450626,0.7354476552234435,0.22243602115589078,0.23680132753854258,0.49258454326052087,0.31941949698023814
0c6ebf783e6197586b6569bbd3e53cc9d96e6929eaaf5dae3e9a390bc5925295,DECISIÓN,A-CSJ,2015.0,0.0,0.65,0.9945,0.0,1,0.7241,0.0,0.6631026635582093,0.2096351903974795,0.2318283162318051,,605,2,0,0,0,0.439,False,0.2770748138427734,0.3201673626899719,0.2770748138427734,0.3201673626899719,A,0.27116699167845204,0.3133564794428533,0.375536481290374,0.8407227334248886,0.8540547483462819,0.39192227050534467,0.6682957299706058
0d0427146a475d6807860fa5ff899640aa9dd7d1ab1d174310b080e601a3161c,CONSIDERACIONES,A-CSJ,2017.0,0.0,1.0,0.9901,0.3403,1,0.7931,0.0726,0.7012254624161969,0.2492428829749575,0.1907132229588783,,8000,60,7,1,0,3.286,False,0.3534969091415405,0.3786271214485168,0.3534969091415405,0.3786271214485168,A,0.615440636199528,0.5824456352558316,0.4751579267609594,0.9723503493751857,0.964213462904394,0.576712816981088,0.7837451383239599
0d0427146a475d6807860fa5ff899640aa9dd7d1ab1d174310b080e601a3161c,DECISIÓN,A-CSJ,2017.0,0.0,0.7429,0.9946,0.0,1,0.7931,0.0,0.6899043940571309,0.2544972148723643,0.2895800213987303,,831,4,0,0,0,0.449,False,0.2599927186965942,0.3157248497009277,0.2599927186965942,0.3157248497009277,A,0.35400911036211175,0.3133564794428533,0.375536481290374,0.7755129794176105,0.8389889671572456,0.4209170120446255,0.6424591598302513
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9836,0.3654,0,0.4483,0.7933,0.6940359189420118,0.2222249693783297,0.2220864668358237,,8000,65,6,11,0,2.441,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782,A,0.615440636199528,0.6023415181691238,0.9813220399178827,0.4664730536953009,0.49273539014654993,0.4318271420536633,0.41613361838136975
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,CONSIDERACIONES,A-CE,2007.0,0.0,1.0,1.0,0.0,0,0.4483,0.0,0.6283265718223666,0.2895364438763739,0.2732997461116337,,182,2,0,0,0,0.305,False,0.2960203886032104,0.2940312027931213,0.2960203886032104,0.2940312027931213,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.8941421913911092,0.7472659749190148,0.5124180460877212,0.6656347855733297
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9847,0.0,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,8000,31,0,0,0,2.685,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.5585378946624745,0.5890919694001635,0.5124180460877212,0.5165384806145372
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.997,0.2778,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,779,5,1,0,0,0.528,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.5318610378917045,0.375536481290374,0.5585378946624745,0.5890919694001635,0.5888946415448192,0.5711646202267501
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,1.0,0.0,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,343,2,0,0,0,0.299,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.5585378946624745,0.5890919694001635,0.5124180460877212,0.5165384806145372
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,1.0,0.5833,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,393,4,1,0,0,0.361,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.7559596413878443,0.375536481290374,0.5585378946624745,0.5890919694001635,0.667329152768468,0.627189271100785
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9876,1.0,0,0.4483,0.7083,0.6905534037377041,0.262511182127342,0.2661607458671895,,5180,55,8,2,0,1.956,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.924056999575638,0.9701885451645247,0.5585378946624745,0.5890919694001635,0.5477676089719506,0.5502831978729034
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9841,1.0,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,5174,31,8,0,0,2.995,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.924056999575638,0.375536481290374,0.5585378946624745,0.5890919694001635,0.7261632281341959,0.6692136106477334
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,1.0,1.0,0,0.4483,0.0,0.6940359189420118,0.2222249693783297,0.2220864668358237,,181,1,2,0,0,0.452,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782,A,0.615440636199528,0.924056999575638,0.375536481290374,0.4664730536953009,0.49273539014654993,0.7261632281341959,0.6177196004585
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9808,0.1481,0,0.4483,0.0833,0.6905534037377041,0.262511182127342,0.2661607458671895,,8000,49,3,1,0,3.155,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.4259921050230335,0.49021181940259834,0.5585378946624745,0.5890919694001635,0.517437913607117,0.5217623193871375
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9867,0.4123,0,0.4483,0.2039,0.6940359189420118,0.2222249693783297,0.2220864668358237,,8000,59,5,2,0,2.447,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782,A,0.615440636199528,0.6385822849211926,0.6548439219787374,0.4664730536953009,0.49273539014654993,0.542454845798631,0.490489433657216
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9794,0.5595,0,0.4483,0.2768,0.6940359189420118,0.2222249693783297,0.2220864668358237,,8000,50,5,2,0,2.022,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782,A,0.615440636199528,0.7412571106088457,0.7410009973618497,0.4664730536953009,0.49273539014654993,0.5525439121743758,0.4989267250025068
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,0.4333,0.9963,0.0,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,447,1,0,0,0,0.335,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.13101564848505567,0.3133564794428533,0.375536481290374,0.5585378946624745,0.5890919694001635,0.34286930038765595,0.5165384806145372
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,0.6352,0.9795,0.1288,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,5505,18,4,0,0,2.315,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.2591478080904305,0.4105748855399257,0.375536481290374,0.5585378946624745,0.5890919694001635,0.42174199838351245,0.5408430821388054
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,0.8058,0.9698,0.0,0,0.4483,0.0,0.6940359189420118,0.2222249693783297,0.2220864668358237,,3108,14,0,0,0,1.587,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782,A,0.4159871602747311,0.3133564794428533,0.375536481290374,0.4664730536953009,0.49273539014654993,0.4426093295140423,0.46504447042530384
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9912,0.3333,0,0.4483,0.0,0.6905534037377041,0.262511182127342,0.2661607458671895,,882,6,1,0,0,0.555,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482,A,0.615440636199528,0.5768457789978932,0.375536481290374,0.5585378946624745,0.5890919694001635,0.6046393009319853,0.5824108055032973
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9849,0.1852,0,0.4483,0.0,0.6940359189420118,0.2222249693783297,0.2220864668358237,,2913,27,1,0,0,1.858,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782,A,0.615440636199528,0.45601071965008794,0.375536481290374,0.4664730536953009,0.49273539014654993,0.5623470301602533,0.5007080304771125
0dbbebfd3378e61da701d999871c50a597e2c0c9087259ca6f4496ba330547fb,HECHOS,A-CSJ,2015.0,0.0,1.0,0.9814,0.375,1,0.7241,0.0,0.713451624978337,0.2348714291470414,0.2456282147104809,,2340,11,1,0,0,0.662,False,0.175383448600769,0.2460252046585083,0.175383448600769,0.2460252046585083,A,0.615440636199528,0.6098663301259416,0.375536481290374,0.2973490727854727,0.45764178099315644,0.6161964938268022,0.4729598179469573
0dbbebfd3378e61da701d999871c50a597e2c0c9087259ca6f4496ba330547fb,CONSIDERACIONES,A-CSJ,2015.0,0.0,1.0,0.9929,0.1566,1,0.7241,0.0,0.7110431562507653,0.272832066276111,0.2380411300254751,,8000,60,4,0,0,1.832,False,0.1640225648880005,0.2285987138748169,0.1640225648880005,0.2285987138748169,A,0.615440636199528,0.4328298655306761,0.375536481290374,0.24197449949040759,0.34864005345356647,0.5542337312184592,0.3875192556369502
0dbbebfd3378e61da701d999871c50a597e2c0c9087259ca6f4496ba330547fb,DECISIÓN,A-CSJ,2015.0,0.0,0.52,0.9884,0.0,1,0.7241,0.0,0.6705142772044933,0.2502240784015979,0.2734707129552374,,1091,2,0,0,0,0.349,False,0.2376773357391357,0.2448464035987854,0.2376773357391357,0.2448464035987854,A,0.17790510243813928,0.3133564794428533,0.375536481290374,0.6650607405209366,0.4500099695755269,0.3592806092712352,0.5260050767000717
0ed77f2cfbb0dd802977892ac2f74ced8f0997e901f65ff326b1a24383a8014d,HECHOS,A-CSJ,2014.0,0.0,1.0,0.9819,1.0,1,0.6897,0.0,0.7109487035145283,0.2069503453245021,0.2381418323336479,,1336,6,4,0,0,0.422,False,0.1523600220680236,0.2047284245491027,0.1523600220680236,0.2047284245491027,A,0.615440636199528,0.924056999575638,0.375536481290374,0.19289591764589886,0.22295683294688917,0.7261632281341959,0.4680118914012772
0ed77f2cfbb0dd802977892ac2f74ced8f0997e901f65ff326b1a24383a8014d,CONSIDERACIONES,A-CSJ,2014.0,0.0,1.0,0.9919,0.3274,1,0.6897,0.0,0.7031627344158411,0.2626515556792118,0.2347076533272198,,8000,54,7,0,0,2.21,False,0.2001519799232483,0.2448062300682068,0.2001519799232483,0.2448062300682068,A,0.615440636199528,0.5721104555263044,0.375536481290374,0.4389810204833149,0.44975027094055403,0.6029819377169291,0.5115137289807723
0ed77f2cfbb0dd802977892ac2f74ced8f0997e901f65ff326b1a24383a8014d,DECISIÓN,A-CSJ,2014.0,0.0,0.8667,0.9947,0.0,1,0.6897,0.0,0.6646571280924609,0.2165651446066625,0.2550829725252395,,763,4,0,0,0,0.357,False,0.2151415944099426,0.2893388867378235,0.2151415944099426,0.2893388867378235,A,0.4786601584403959,0.3133564794428533,0.375536481290374,0.5316284911827011,0.7234259443336597,0.464544878872025,0.5339869843833158
1017bb4b8803a7bc19c985b819db04d31c7ceb9ea89dcb490bf22e55e7b21310,HECHOS,A-CSJ,2012.0,0.0,1.0,0.9755,0.5938,1,0.6207,0.0,0.6792187547902097,0.1742135214815514,0.1964918111459607,,844,5,3,0,2,0.348,False,0.2123857736587524,0.2716879844665527,0.2123857736587524,0.2716879844665527,A,0.615440636199528,0.7622633682383769,0.375536481290374,0.5145695691382266,0.6225710668347787,0.6695354571661545,0.6200721083668544
