doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,HECHOS_Y_CONDUCTAS_00,B,2025,0.0,1.0,0.9913,0.0758,2,1.0,0.142,,,,,7998,31,2,3,0,3.194,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,HECHOS_Y_CONDUCTAS_01,B,2025,0.0,1.0,0.9891,0.3646,2,1.0,0.1758,,,,,8000,45,7,3,0,3.214,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,HECHOS_Y_CONDUCTAS_02,B,2025,0.0,0.9682,0.9834,0.7056,2,1.0,0.0625,,,,,5390,21,13,1,0,2.392,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_00,B,2025,0.0,0.9816,0.9871,0.0,2,1.0,0.1913,,,,,7998,37,0,10,0,2.113,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_01,B,2025,0.0,0.7657,0.988,0.4839,2,1.0,0.0,,,,,7999,38,18,0,0,3.038,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_02,B,2025,0.0,1.0,0.99,0.0343,2,1.0,0.1103,,,,,7999,61,1,2,0,3.264,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_03,B,2025,0.0,1.0,0.9918,0.2778,2,1.0,0.5729,,,,,8000,58,4,7,0,3.199,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_04,B,2025,0.0,1.0,0.9913,0.0567,2,1.0,0.1875,,,,,8000,48,2,5,0,3.13,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_05,B,2025,0.0,1.0,0.9948,0.0432,2,1.0,0.0694,,,,,7999,54,1,1,0,3.118,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_06,B,2025,0.0,1.0,0.9851,0.1049,2,1.0,0.2778,,,,,8000,66,2,4,0,2.943,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_07,B,2025,0.0,1.0,0.9863,0.0389,2,1.0,0.5625,,,,,8000,59,1,9,0,3.047,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_08,B,2025,0.0,1.0,0.9914,0.0224,2,1.0,0.0361,,,,,8000,45,1,1,0,2.706,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_09,B,2025,0.0,1.0,0.9935,0.1049,2,1.0,0.1389,,,,,8000,69,2,2,0,3.04,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_00,B,2025,0.0,1.0,0.992,0.119,2,1.0,0.2679,,,,,7998,66,3,6,0,3.338,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_01,B,2025,0.0,1.0,0.9873,0.163,2,1.0,0.1389,,,,,7998,71,5,3,0,3.176,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_02,B,2025,0.0,1.0,0.9873,0.253,2,1.0,0.1808,,,,,8000,56,10,5,0,3.106,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_03,B,2025,0.0,1.0,0.9863,0.0417,2,1.0,0.2478,,,,,8000,72,2,7,0,3.104,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_04,B,2025,0.0,1.0,0.9936,0.1013,2,1.0,0.201,,,,,8000,54,4,5,0,2.985,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_05,B,2025,0.0,1.0,0.9926,0.1215,2,1.0,0.3516,,,,,8000,65,5,7,0,2.79,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_06,B,2025,0.0,1.0,0.9948,0.1186,2,1.0,0.1106,,,,,8000,60,4,3,0,2.976,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_07,B,2025,0.0,1.0,0.9922,0.0,2,1.0,0.3205,,,,,8000,54,0,5,0,2.58,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_08,B,2025,0.0,1.0,0.9918,0.0324,2,1.0,0.2153,,,,,8000,76,1,4,0,3.22,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,CONTRIBUCION_VERDAD_09,B,2025,0.0,1.0,0.9862,0.164,2,1.0,0.2137,,,,,8000,65,7,7,0,2.945,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,HECHOS_Y_CONDUCTAS_00,B,2025,0.0,0.9559,0.995,0.0476,2,1.0,0.0,,,,,7998,40,2,0,0,2.531,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,HECHOS_Y_CONDUCTAS_01,B,2025,0.0,1.0,0.9928,0.0,2,1.0,0.0,,,,,7999,46,0,0,0,3.007,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,HECHOS_Y_CONDUCTAS_02,B,2025,0.0,0.9845,0.9858,0.0819,2,1.0,0.0979,,,,,7571,36,4,3,1,3.04,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_00,B,2025,0.0,1.0,0.9873,0.0933,2,1.0,0.125,,,,,7997,62,4,3,0,3.474,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_01,B,2025,0.0,1.0,0.9893,0.1553,2,1.0,0.2557,,,,,8000,99,5,6,0,2.711,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_02,B,2025,0.0,1.0,0.992,0.1543,2,1.0,0.3819,,,,,8000,75,5,11,0,2.737,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_03,B,2025,0.0,1.0,0.9927,0.0833,2,1.0,0.2344,,,,,8000,68,2,5,0,2.944,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_04,B,2025,0.0,1.0,0.9859,0.0253,2,1.0,0.142,,,,,8000,67,1,5,0,2.815,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_05,B,2025,0.0,1.0,0.989,0.0763,2,1.0,0.1907,,,,,8000,64,3,6,0,3.106,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_06,B,2025,0.0,1.0,0.9897,0.0833,2,1.0,0.1389,,,,,7998,61,3,4,0,2.923,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_07,B,2025,0.0,1.0,0.9929,0.0417,2,1.0,0.0,,,,,8000,61,2,0,0,2.823,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_08,B,2025,0.0,1.0,0.9909,0.0,2,1.0,0.1744,,,,,7999,64,0,4,0,2.943,False
b59f2fc3398e4a29d74ad4e5d82c6c7b1bc988f60d12b8dc8eccc13ff3497609,SANCION_PROPIA_09,B,2025,0.0,1.0,0.9954,0.0,2,1.0,0.0,,,,,535,7,0,0,0,0.517,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_00,B,2025,0.0,1.0,0.9784,0.0,2,1.0,0.121,,,,,7997,49,0,2,0,2.216,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_01,B,2025,0.0,1.0,0.9823,0.1012,2,1.0,0.5357,,,,,7999,34,2,8,0,2.474,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_02,B,2025,0.0,1.0,0.9782,0.0324,2,1.0,0.3299,,,,,8000,52,1,6,0,2.337,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_03,B,2025,0.0,1.0,0.9766,0.0397,2,1.0,0.1339,,,,,8000,62,1,3,0,2.276,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_04,B,2025,0.0,1.0,0.9828,0.1042,2,1.0,0.207,,,,,8000,47,2,3,0,2.161,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_05,B,2025,0.0,1.0,0.9833,0.0427,2,1.0,0.3365,,,,,8000,65,1,7,0,2.383,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_06,B,2025,0.0,1.0,0.9842,0.0,2,1.0,0.1654,,,,,8000,48,0,3,0,2.438,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_07,B,2025,0.0,0.9878,0.9877,0.3048,2,1.0,0.375,,,,,8000,24,7,7,0,2.861,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_08,B,2025,0.0,1.0,0.9899,0.0505,2,1.0,0.1894,,,,,8000,25,1,3,0,2.444,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,CONTRIBUCION_VERDAD_09,B,2025,0.0,0.6043,0.9896,0.0,2,1.0,0.0,,,,,2518,6,0,0,0,0.915,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,HECHOS_Y_CONDUCTAS_00,B,2025,0.0,1.0,0.9855,0.0775,2,1.0,0.1453,,,,,7998,27,2,3,0,2.5,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,HECHOS_Y_CONDUCTAS_01,B,2025,0.0,1.0,0.9846,0.045,2,1.0,0.152,,,,,8000,34,1,3,0,2.331,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,HECHOS_Y_CONDUCTAS_02,B,2025,0.0,1.0,0.9746,0.7246,2,1.0,0.0815,,,,,5391,29,10,1,0,1.708,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_00,B,2025,0.0,0.962,0.9813,0.0,2,1.0,0.1894,,,,,7998,37,0,10,0,1.378,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_01,B,2025,0.0,0.4366,0.9823,0.4762,2,1.0,0.0,,,,,8000,23,18,0,0,2.594,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_02,B,2025,0.0,1.0,0.9851,0.0333,2,1.0,0.1071,,,,,7999,58,1,2,0,2.529,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_03,B,2025,0.0,1.0,0.9849,0.1724,2,1.0,0.3448,,,,,8000,52,3,5,0,2.469,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_04,B,2025,0.0,1.0,0.9824,0.1667,2,1.0,0.2778,,,,,8000,47,3,4,0,2.214,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_05,B,2025,0.0,1.0,0.9882,0.0,2,1.0,0.0694,,,,,7999,44,0,1,0,2.242,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_06,B,2025,0.0,1.0,0.9853,0.1379,2,1.0,0.3233,,,,,8000,51,3,5,0,2.463,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_07,B,2025,0.0,1.0,0.9756,0.0,2,1.0,0.067,,,,,8000,57,0,1,0,2.628,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_08,B,2025,0.0,0.6391,0.9858,0.0424,2,1.0,0.1023,,,,,8000,26,2,3,0,2.291,False
eeaf9a1e86d03dc8cd418c43aac6be3942a0b1ba63e1d5b3afb42edbca9f1427,SANCION_PROPIA_09,B,2025,0.0,1.0,0.9847,0.0859,2,1.0,0.0,,,,,8000,53,2,0,0,2.273,False
