corpus,corpus_type,y2_sa,y4_nv,y10_rep,y8_mafapo_cs,y9_cidh_cs,y2_sa_z,y4_nv_z,y10_rep_z,y8_mafapo_cs_z,y9_cidh_cs_z,DIS,IEI
A,A-CSJ,1.0,0.7018,0.2368,0.1529850363731384,0.2097803354263305,0.6626293889725776,0.7451956541710951,0.6221567860849074,0.2294778268051662,0.13515280808205432,0.6060917292748133,0.3692153573240113
A,A-CSJ,0.0,0.0,0.0,0.2472058534622192,0.2951812148094177,0.050903484823664844,0.2937985525863841,0.38426635147465527,0.8619949041821149,0.7612443945056996,0.30536580765112054,0.650543463216545
A,A-CSJ,1.0,0.0,0.0,0.2492591142654419,0.315207839012146,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.8696963509186323,0.8660748897596502,0.51946987410324,0.6742050686251162
A,A-CSJ,0.65,0.0,0.0,0.2232046127319336,0.2779681086540222,0.3577413807733962,0.2937985525863841,0.38426635147465527,0.7420684225372434,0.6345270919362939,0.4127590712335265,0.5832257341269589
A,A-CSJ,1.0,0.3188,0.2717,0.1596043705940246,0.2077230811119079,0.6626293889725776,0.5022182494833216,0.6551379408199414,0.2694400518556822,0.12688432715170136,0.5111552912135823,0.31420785778667115
A,A-CSJ,0.65,0.0,0.0,0.2770748138427734,0.3201673626899719,0.3577413807733962,0.2937985525863841,0.38426635147465527,0.9424967381016323,0.8851185071769812,0.4127590712335265,0.7034939276226324
A,A-CSJ,1.0,0.3403,0.0726,0.3534969091415405,0.3786271214485168,0.6626293889725776,0.5171475496805527,0.45660205524979747,0.994857365742393,0.9837956922412039,0.5759413119536563,0.782925692828257
A,A-CSJ,0.7429,0.0,0.0,0.2599927186965942,0.3157248497009277,0.43765520140861774,0.2937985525863841,0.38426635147465527,0.9042148509992775,0.868178340227306,0.440728908455854,0.6867072337468734
A,A-CE,1.0,0.3654,0.7933,0.2046244740486145,0.2514148950576782,0.6626293889725776,0.5345361226595469,0.94151634493713,0.6122145662022198,0.4046915356996458,0.4365530255901045,0.4405441669881668
A,A-CE,1.0,0.0,0.0,0.2960203886032104,0.2940312027931213,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.9679725506845974,0.7537855443432965,0.51946987410324,0.6861438694599333
A,A-CE,1.0,0.0,0.0,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.7186144096148688,0.535018616464684,0.51946987410324,0.5551151345098058
A,A-CE,1.0,0.2778,0.0,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.4737597645567195,0.38426635147465527,0.7186144096148688,0.535018616464684,0.5824562982928574,0.6001054375023898
A,A-CE,1.0,0.0,0.0,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.7186144096148688,0.535018616464684,0.51946987410324,0.5551151345098058
A,A-CE,1.0,0.5833,0.0,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.6778401933674009,0.38426635147465527,0.7186144096148688,0.535018616464684,0.6538844483765959,0.6511255447050601
A,A-CE,1.0,1.0,0.7083,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.8700936384323267,0.9191230830231965,0.7186144096148688,0.535018616464684,0.5607161346847575,0.5922175596615833
A,A-CE,1.0,1.0,0.0,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.8700936384323267,0.38426635147465527,0.7186144096148688,0.535018616464684,0.7211731541493198,0.6991889059712915
A,A-CE,1.0,1.0,0.0,0.2046244740486145,0.2514148950576782,0.6626293889725776,0.8700936384323267,0.38426635147465527,0.6122145662022198,0.4046915356996458,0.7211731541493198,0.6358835446238567
A,A-CE,1.0,0.1481,0.0833,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.3856897195726989,0.46749819561101724,0.7186144096148688,0.535018616464684,0.5266622293075416,0.5614415574291122
A,A-CE,1.0,0.4123,0.2039,0.2046244740486145,0.2514148950576782,0.6626293889725776,0.5667713263068843,0.5899886546103079,0.6122145662022198,0.4046915356996458,0.5532936539647193,0.5189085059653655
A,A-CE,1.0,0.5595,0.2768,0.2046244740486145,0.2514148950576782,0.6626293889725776,0.663231548062333,0.6598434079590516,0.6122145662022198,0.4046915356996458,0.5660983055745031,0.529052610734479
A,A-CE,0.4333,0.0,0.0,0.2195156812667846,0.2663180828094482,0.20335862798575402,0.2937985525863841,0.38426635147465527,0.7186144096148688,0.535018616464684,0.3587251077578517,0.5551151345098058
A,A-CE,0.6352,0.1288,0.0,0.2195156812667846,0.2663180828094482,0.3455925246560505,0.37306325986746686,0.38426635147465527,0.7186144096148688,0.535018616464684,0.4362496191408345,0.5749313113300765
A,A-CE,0.8058,0.0,0.0,0.2046244740486145,0.2514148950576782,0.4939489847881111,0.2937985525863841,0.38426635147465527,0.6122145662022198,0.4046915356996458,0.4604317326386767,0.491809773162371
A,A-CE,1.0,0.3333,0.0,0.2195156812667846,0.2663180828094482,0.6626293889725776,0.5122889138077125,0.38426635147465527,0.7186144096148688,0.535018616464684,0.5959415005307049,0.6097377248151379
A,A-CE,1.0,0.1852,0.0,0.2046244740486145,0.2514148950576782,0.6626293889725776,0.41038508011981273,0.38426635147465527,0.6122145662022198,0.4046915356996458,0.5602751587399399,0.5209564050457283
A,A-CSJ,1.0,0.375,0.0,0.175383448600769,0.2460252046585083,0.6626293889725776,0.5411669059032771,0.38426635147465527,0.38040729140253,0.35979031358698627,0.6060487977641525,0.46353907088917096
A,A-CSJ,1.0,0.1566,0.0,0.1640225648880005,0.2285987138748169,0.6626293889725776,0.3913009088256364,0.38426635147465527,0.2984346802635527,0.2329665509423632,0.5535956987869783,0.3720174051921942
A,A-CSJ,0.52,0.0,0.0,0.2376773357391357,0.2448464035987854,0.25859950488112804,0.2937985525863841,0.38426635147465527,0.8211559600524243,0.3502592202734812,0.3780594146712326,0.5540527979247096
A,A-CSJ,1.0,1.0,0.0,0.1523600220680236,0.2047284245491027,0.6626293889725776,0.8700936384323267,0.38426635147465527,0.22592787479143592,0.11562397898299802,0.7211731541493198,0.4428696912867528
A,A-CSJ,1.0,0.3274,0.0,0.2001519799232483,0.2448062300682068,0.6626293889725776,0.5081919361725558,0.38426635147465527,0.5774159128890366,0.34993644702655274,0.5945075583584001,0.5222775726646813
A,A-CSJ,0.8667,0.0,0.0,0.2151415944099426,0.2893388867378235,0.5486139589094097,0.2937985525863841,0.38426635147465527,0.6891869935454052,0.7217604251243154,0.4795644735811312,0.58216390061742
A,A-CSJ,1.0,0.5938,0.0,0.2123857736587524,0.2716879844665527,0.6626293889725776,0.6841783921454054,0.38426635147465527,0.6698068102464337,0.5817411752183097,0.6561028179488975,0.6449719463713341
A,A-CSJ,1.0,0.553,0.0,0.1846451163291931,0.2323975563049316,0.6626293889725776,0.6591854478333312,0.38426635147465527,0.4529697028033203,0.25778912941779786,0.6473552874396715,0.49804031352812345
A,A-CSJ,0.5571,0.0,0.0,0.2704799771308899,0.2993080615997314,0.2850235761045218,0.2937985525863841,0.38426635147465527,0.9298041885354374,0.7867156266862741,0.38730783959942044,0.6793709591763228
A,A-CE,1.0,0.3524,0.0,0.1877030134201049,0.2357869148254394,0.6626293889725776,0.5255378843781949,0.38426635147465527,0.4775370076650075,0.28134352262177265,0.6005786402303738,0.47793785800672484
A,A-CE,0.832,0.0,0.0,0.2567518353462219,0.2815765142440796,0.5175255213509463,0.2937985525863841,0.38426635147465527,0.8947572300766675,0.6635394073128082,0.468683520435669,0.6424692798410603
A,A-CE,1.0,0.0,0.4896,0.2339910268783569,0.2741550803184509,0.6626293889725776,0.2937985525863841,0.8226575796731979,0.802997551154806,0.6027754130589935,0.3879525056436772,0.5105223477279373
A,A-CE,1.0,0.3651,0.0,0.2222058176994323,0.2824698090553283,0.6626293889725776,0.5343287015309731,0.38426635147465527,0.7358457315392142,0.6705450089462758,0.6036554262338462,0.6483839129157924
A,A-CE,1.0,0.0,0.0,0.2268676161766052,0.2579812407493591,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.7640580158356789,0.4615548038578243,0.51946987410324,0.5563276341657175
A,A-CE,0.3714,0.0,0.0,0.2268676161766052,0.2579812407493591,0.16962159216517034,0.2937985525863841,0.38426635147465527,0.7640580158356789,0.4615548038578243,0.3469171452206474,0.5563276341657175
A,A-CE,1.0,0.1008,0.0,0.1765409708023071,0.2216670513153076,0.6626293889725776,0.3550523636567834,0.38426635147465527,0.3892577627471917,0.19210264582627806,0.5409087079778797,0.3865705667460375
A,A-CE,1.0,0.2564,0.0,0.2362434267997741,0.2721015810966491,0.6626293889725776,0.45896161836918264,0.38426635147465527,0.8142529634403859,0.5852905036197141,0.5772769471272194,0.6399337722254426
A,A-CE,0.78,0.0,0.0,0.2281113266944885,0.2796282172203064,0.47075814386811815,0.2937985525863841,0.38426635147465527,0.7712227032407757,0.6480113524408293,0.4523149383166792,0.5961265844741024
A,A-CE,1.0,0.8317,0.1905,0.1360500454902649,0.1722828149795532,0.6626293889725776,0.807541834946543,0.576645412716748,0.14701063288307661,0.03991565222588603,0.6415663045566677,0.34599322814754013
A,A-CE,0.65,0.0,0.2475,0.1778882145881652,0.223412811756134,0.3577413807733962,0.2937985525863841,0.632405803522347,0.39965114833295756,0.20185201647292375,0.338317235619219,0.3272167826532465
A,A-CE,0.65,0.0,0.3536,0.1945481300354004,0.2475891709327697,0.3577413807733962,0.2937985525863841,0.7265628357053484,0.5327472218185009,0.37260724230720865,0.31007012596431854,0.3891200471034434
A,A-CSJ,1.0,0.5294,0.2647,0.2358390092849731,0.2723278403282165,0.6626293889725776,0.6443023178002445,0.6486297747877567,0.8122692544229974,0.5872284589313514,0.5628371649341607,0.6330895553268291
A,A-CSJ,1.0,0.0,0.0,0.3341352343559265,0.3682382702827453,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.990431599645519,0.976781006493868,0.51946987410324,0.7386036290263702
A,A-CE,1.0,0.3951,0.75,0.1839845776557922,0.2448161840438842,0.6626293889725776,0.5550002817757174,0.9309477904562471,0.44768873668302245,0.3500164092054025,0.44688604762502904,0.3792548520328183
A,A-CE,1.0,0.4946,0.2177,0.2348383069038391,0.277729332447052,0.6626293889725776,0.6218445740282196,0.6035929221953391,0.8072908019611076,0.6325695689562869,0.5684880103916773,0.6438082535456321
A,A-CE,0.65,0.0,0.0,0.2762581706047058,0.3037660121917724,0.3577413807733962,0.2937985525863841,0.38426635147465527,0.9410504176286291,0.8119390018631943,0.4127590712335265,0.6883518143943241
A,A-CE,1.0,0.1333,0.1492,0.1712948679924011,0.2348459362983703,0.6626293889725776,0.3759925282514667,0.5348950682614657,0.3498096191657183,0.27467431064828585,0.5030491505499758,0.3643873472482321
A,A-CE,1.0,1.0,0.5259,0.1712948679924011,0.2348459362983703,0.6626293889725776,0.8700936384323267,0.8433254262765097,0.3498096191657183,0.27467431064828585,0.5834554317087635,0.42622655319043834
A,A-CE,1.0,0.202,0.5227,0.1686159372329712,0.2329683303833007,0.6626293889725776,0.4217264898193175,0.8415853334499092,0.3303942557077968,0.261664264491849,0.4270489575421905,0.30508539816094615
A,A-CSJ,1.0,0.5,0.0,0.2052150964736938,0.2650902867317199,0.6626293889725776,0.6253666662018054,0.38426635147465527,0.6167336443860598,0.5242181480028565,0.6355187138686373,0.6001888013912124
A,A-CSJ,1.0,0.0,0.0,0.2227383852005005,0.2715342044830322,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.7391756737169666,0.5804193116903559,0.51946987410324,0.5713917159906745
A,A-CSJ,0.78,0.0,0.0,0.2227383852005005,0.2715342044830322,0.47075814386811815,0.2937985525863841,0.38426635147465527,0.7391756737169666,0.5804193116903559,0.4523149383166792,0.5713917159906745
A,A-CE,1.0,0.0,0.8478,0.1734085083007812,0.2144520878791809,0.6626293889725776,0.2937985525863841,0.9526660171947993,0.3654914039830896,0.15562089428768747,0.34894997438719677,0.24196260495925503
A,A-CE,1.0,0.0285,0.0945,0.1943843960762024,0.2385753393173217,0.6626293889725776,0.31049404927562674,0.4789366312365411,0.5314305648308767,0.3016732394539816,0.4969122140159091,0.4281715316532016
A,A-CSJ,1.0,0.7083,0.0,0.2586327791213989,0.3071120977401733,0.6626293889725776,0.7486100653800949,0.38426635147465527,0.9003424076424066,0.8293199435145077,0.6786539035810387,0.7912830774278365
A,A-CSJ,1.0,0.0,0.0,0.2778316736221313,0.3238439559936523,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.9438073688960203,0.8976744113492153,0.51946987410324,0.7064638292351151
A,A-CSJ,1.0,0.3403,0.0726,0.356445848941803,0.3812864422798157,0.6626293889725776,0.5171475496805527,0.45660205524979747,0.9953223983300764,0.9852266465264162,0.5759413119536563,0.7833746450909886
A,A-CSJ,0.65,0.0,0.0,0.2448290586471557,0.3041402101516723,0.3577413807733962,0.2937985525863841,0.38426635147465527,0.8526063548009244,0.8139483305957518,0.4127590712335265,0.6577982581511388
A,A-CE,0.3071,0.0,0.0,0.2116666436195373,0.2769454717636108,0.1394541659034431,0.2937985525863841,0.38426635147465527,0.6646496766149674,0.6261128605143103,0.3363585460290429,0.5544463267697657
A,A-CE,1.0,0.0,0.275,0.1762856245040893,0.2367097735404968,0.6626293889725776,0.2937985525863841,0.6581861952431629,0.3872988618587878,0.28797912847185303,0.4372939209726877,0.33496282644290976
A,A-CSJ,0.65,0.0,0.2045,0.2352249026298523,0.2902739644050598,0.3577413807733962,0.2937985525863841,0.5905831797193588,0.8092259191225527,0.7283426413953191,0.3508640227601154,0.5842306021746815
A,A-CE,1.0,0.3013,0.3452,0.2554827928543091,0.2810418009757995,0.6626293889725776,0.4900623529210542,0.7196724728187499,0.8908345486882946,0.6593110447062898,0.48754036781714616,0.6222353946486746
A,A-CE,1.0,0.0467,0.09,0.2082840204238891,0.2477705478668213,0.6626293889725776,0.3214237392686591,0.4743374990837384,0.6398768433905354,0.3741057052348431,0.5021173451593113,0.4842664712340731
A,A-CE,0.964,0.0,0.0,0.3233330845832824,0.3489054441452026,0.6330704205361236,0.2937985525863841,0.38426635147465527,0.9864907342014848,0.9550672360248745,0.5091242351504811,0.7328815720271595
A,A-CE,1.0,0.2056,0.075,0.1595999002456665,0.1896116137504577,0.6626293889725776,0.424168005221015,0.4590428128965305,0.2694116313687154,0.0712039339882498,0.5426662440987983,0.322768296502648
A,A-CE,1.0,0.0,0.0,0.2216687202453613,0.2675043940544128,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.7324599911146391,0.54542316442795,0.51946987410324,0.5620419976273787
A,A-CSJ,0.6786,0.4762,0.0,0.2077707052230835,0.2549077272415161,0.3817320062290355,0.6097484814143598,0.38426635147465527,0.6360475686721031,0.4347206757076885,0.5317382652327918,0.5851446342354327
A,A-CSJ,1.0,0.3246,0.1184,0.1687359809875488,0.223815381526947,0.6626293889725776,0.506247188973213,0.503404228843425,0.33125260285292646,0.204151948827283,0.5580855336279992,0.3826497522385991
A,A-CSJ,0.4333,0.0,0.0,0.2381545901298523,0.2848967909812927,0.20335862798575402,0.2937985525863841,0.38426635147465527,0.8234085565383321,0.6891936493349456,0.3587251077578517,0.6226280925070704
A,A-CSJ,1.0,0.1389,0.0,0.1780096292495727,0.2187767624855041,0.6626293889725776,0.3796505252153756,0.38426635147465527,0.40059241538616563,0.1767583053478874,0.549518064523387,0.3936183674636483
A,A-CSJ,0.78,0.0,0.0,0.2211690545082092,0.2696484923362732,0.47075814386811815,0.2937985525863841,0.38426635147465527,0.7292855907415867,0.5641217184741311,0.4523149383166792,0.5646706683060465
A,A-CE,1.0,0.1905,0.0952,0.1617668271064758,0.2100143432617187,0.6626293889725776,0.4139533510416291,0.47965239263573345,0.28340769540059507,0.13612158507674207,0.5329082412142523,0.3339748696388173
A,A-CE,1.0,0.2803,0.1705,0.386972963809967,0.414644181728363,0.6626293889725776,0.4754920357323293,0.5565262208332229,0.9982497953791888,0.9954040314733473,0.5313846323967505,0.7560359994438233
A,A-CE,1.0,0.4583,0.0,0.175675094127655,0.246042788028717,0.6626293889725776,0.5978499917582196,0.38426635147465527,0.38263000422554727,0.3599333451119486,0.6258878778133824,0.4785163981459551
A,A-CE,1.0,0.0,0.3125,0.2156969904899597,0.2769352793693542,0.6626293889725776,0.2937985525863841,0.6918670884808281,0.6930164987102524,0.6260286028880958,0.4271896530013881,0.5028377155766378
A,A-CSJ,1.0,0.1515,0.3977,0.1870015263557434,0.2500327825546264,0.6626293889725776,0.3879306430925583,0.7609572675801282,0.47188725700753686,0.39299038749477977,0.4394088309487591,0.3885498247087078
A,A-CSJ,0.5571,0.0,0.3214,0.2961639761924743,0.3127822875976562,0.2850235761045218,0.2937985525863841,0.6995859068353403,0.9681160158879613,0.8558252341519926,0.29271197299121493,0.643538109170713
A,A-CE,1.0,0.0897,0.0952,0.1857427358627319,0.216174840927124,0.6626293889725776,0.34802124472313023,0.47965239263573345,0.4617679893956805,0.1637830867118142,0.5098320040027777,0.3854502462844869
A,A-CE,1.0,0.0,0.0521,0.2070708274841308,0.2456557750701904,0.6626293889725776,0.2937985525863841,0.43585048300674767,0.6307987432758055,0.3567909870296487,0.5039946346436123,0.4784172990977081
A,A-CE,0.9881,0.3646,0.0,0.1565402746200561,0.2163460850715637,0.652985076135156,0.533982973302502,0.38426635147465527,0.2504090196211054,0.16461294971756468,0.6001589118607837,0.3772082198415943
A,A-CE,0.9052,0.3925,0.0,0.1565402746200561,0.2163460850715637,0.5826583197714008,0.5532152201045651,0.38426635147465527,0.2504090196211054,0.16461294971756468,0.5822758335141915,0.38201628154211004
A,A-CE,1.0,0.6301,0.0,0.1565402746200561,0.2163460850715637,0.6626293889725776,0.7055589182887578,0.38426635147465527,0.2504090196211054,0.16461294971756468,0.6635860020990707,0.42010220608815824
A,A-CE,1.0,0.0,0.2557,0.193231463432312,0.2739638686180115,0.6626293889725776,0.2937985525863841,0.6401805417879612,0.5221479703333759,0.6011576083702291,0.4426956170092482,0.44839684107973116
A,A-CSJ,1.0,0.4722,0.0,0.1966512203216552,0.2679123878479004,0.6626293889725776,0.6071003644172005,0.38426635147465527,0.5496122098034354,0.5489927924355888,0.6291255082440257,0.5770846527276892
A,A-CSJ,0.5938,0.0,0.0,0.1789275407791137,0.2344019412994384,0.3126981599127279,0.2937985525863841,0.38426635147465527,0.4077318250988415,0.2715618137614914,0.3969939439322926,0.3936148693885578
A,A-CSJ,1.0,1.0,0.0,0.2034642696380615,0.2709660530090332,0.6626293889725776,0.8700936384323267,0.38426635147465527,0.6032816080182379,0.5755257135929476,0.7211731541493198,0.6669238448381234
A,A-CSJ,1.0,0.5385,0.0,0.1941655874252319,0.2665119767189026,0.6626293889725776,0.6500761404045331,0.38426635147465527,0.5296703477194284,0.5367214922130535,0.6441670298395921,0.578394684950613
A,A-CSJ,1.0,0.3261,0.0,0.3020268082618713,0.3285281658172607,0.6626293889725776,0.5072890450882441,0.38426635147465527,0.9734705114484802,0.9118998268905697,0.5941915464788909,0.773063635362212
A,A-CSJ,1.0,0.0,0.0,0.209208071231842,0.2838024497032165,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.6467252335784882,0.6808561377496335,0.51946987410324,0.5591214271540625
A,A-CE,1.0,0.0,0.0469,0.212749183177948,0.2566084861755371,0.6626293889725776,0.2937985525863841,0.43061928396866117,0.6723975920501631,0.4495325926576198,0.5055639943550382,0.5125714571019448
A,A-CE,0.8744,0.0,0.0,0.1940190196037292,0.2552804350852966,0.5554699367257419,0.2937985525863841,0.38426635147465527,0.528490859954353,0.43795757421028486,0.4819640658168475,0.46915968367774546
A,A-CE,1.0,0.0,0.6692,0.1839373111724853,0.2143311500549316,0.6626293889725776,0.2937985525863841,0.9063868468326908,0.44731128167962314,0.15506055795684254,0.3628337254958293,0.2797433289592945
A,A-CSJ,1.0,1.0,0.0,0.141989529132843,0.1981900930404663,0.6626293889725776,0.8700936384323267,0.38426635147465527,0.1727296515015797,0.09402769433613344,0.7211731541493198,0.41993105620593024
A,A-CSJ,0.7917,0.0,0.0,0.2443671822547912,0.2846571207046509,0.48126530386482747,0.2937985525863841,0.38426635147465527,0.8507217421898078,0.6873778877679725,0.45599244431552743,0.6318245551716921
A,A-CE,1.0,0.4524,0.5238,0.1690710186958313,0.2145073413848877,0.6626293889725776,0.5939020015499785,0.8421852531593419,0.33365415055822223,0.15587744731242567,0.487130410735092,0.3279928919134892
A,A-CE,1.0,0.0,0.2679,0.286726713180542,0.3247497081756592,0.6626293889725776,0.2937985525863841,0.6516119684591626,0.9572393712957791,0.9005751397407471,0.4392661890078878,0.6582760523564356
A,A-CE,1.0,0.0,0.0,0.2266101241111755,0.2705984115600586,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.7625554472772715,0.5723511746814793,0.51946987410324,0.5779610093350058
A,A-CE,1.0,0.0977,0.0,0.2266101241111755,0.2705984115600586,0.6626293889725776,0.35308225507024327,0.38426635147465527,0.7625554472772715,0.5723511746814793,0.5402191699725907,0.5927819349559706
A,A-CE,0.0,0.0,0.0,0.1753888130187988,0.2359746098518371,0.050903484823664844,0.2937985525863841,0.38426635147465527,0.3804481302367068,0.28268554398509815,0.30536580765112054,0.386290322231532
A,A-CSJ,1.0,0.0694,0.0,0.2060140967369079,0.2445513606071472,0.6626293889725776,0.3353339234627948,0.38426635147465527,0.6228150149993008,0.34789191522671414,0.5340072539099837,0.4945438488658658
A,A-CSJ,0.99,0.0,0.0,0.2253680229187011,0.2825757265090942,0.6545336269320488,0.2937985525863841,0.38426635147465527,0.755215090561987,0.6713707317249185,0.5166363573890549,0.595195795893344
A,A-CSJ,1.0,0.2024,0.0804,0.2093442678451538,0.2551010251045227,0.6626293889725776,0.4219975827109216,0.46454153190549524,0.6477296282599571,0.4363987549421028,0.5402569805175761,0.5265762101760368
A,A-CSJ,1.0,0.1771,0.0,0.2282346487045288,0.2899603247642517,0.6626293889725776,0.404949976287434,0.38426635147465527,0.7719247247516378,0.726145775493639,0.5583728723986074,0.6397870325387285
A,A-CSJ,0.5278,0.0,0.0,0.2173457145690918,0.2619833350181579,0.2640204780761822,0.2937985525863841,0.38426635147465527,0.7042276576914916,0.4968091245622281,0.37995675528950157,0.5424378729561328
A,A-CE,1.0,0.0,0.0,0.1775292158126831,0.236758291721344,0.6626293889725776,0.2937985525863841,0.38426635147465527,0.39687236674792614,0.2883305562371175,0.51946987410324,0.3931678074608626
A,A-CE,1.0,0.0614,0.0,0.1775292158126831,0.236758291721344,0.6626293889725776,0.3303973850546379,0.38426635147465527,0.39687236674792614,0.2883305562371175,0.5322794654671288,0.4023175155779261
