bloque_id,audio,subcaso,fecha,chars,y8_mafapo_cs,y9_cidh_cs,y2_sa,y4_nv,y10_rep,y3_civil
costa_caribe_b0055,costa_caribe,Costa Caribe,2022-07-18,2002,0.17561066150665283,0.26657211780548096,0.5041666666666667,0.25641025641025644,0.17307692307692307,0.9800143768494595
costa_caribe_b0056,costa_caribe,Costa Caribe,2022-07-18,2005,0.18655335903167725,0.26771068572998047,0.3433333333333334,0.11111111111111112,0.0,0.9730460871674106
costa_caribe_b0057,costa_caribe,Costa Caribe,2022-07-18,2004,0.13910233974456787,0.23678886890411377,0.27647058823529413,0.26470588235294124,0.1323529411764706,0.9783025813790767
costa_caribe_b0058,costa_caribe,Costa Caribe,2022-07-18,2007,0.1714341640472412,0.2578737139701843,0.3973684210526316,0.2324561403508772,0.3157894736842105,0.967302752864634
costa_caribe_b0059,costa_caribe,Costa Caribe,2022-07-18,2001,0.18782824277877808,0.2587568759918213,0.4653846153846154,0.02976190476190476,0.48214285714285715,0.958810455308825
costa_caribe_b0060,costa_caribe,Costa Caribe,2022-07-18,2003,0.22608023881912231,0.29338616132736206,0.49000000000000005,0.33333333333333337,0.3166666666666666,0.980183425421267
costa_caribe_b0061,costa_caribe,Costa Caribe,2022-07-18,2004,0.12952619791030884,0.22487205266952515,0.0,0.02777777777777778,0.15,0.9740408380841566
costa_caribe_b0062,costa_caribe,Costa Caribe,2022-07-18,2006,0.13694411516189575,0.21801090240478516,0.0,0.2678571428571429,0.33928571428571425,0.9692182849588347
costa_caribe_b0063,costa_caribe,Costa Caribe,2022-07-18,1999,0.20237654447555542,0.23838460445404053,0.8733333333333333,0.07777777777777778,0.15,0.9845251639683983
costa_caribe_b0064,costa_caribe,Costa Caribe,2022-07-18,2004,0.19546759128570557,0.2595575451850891,0.5571428571428572,0.523809523809524,0.0,0.9911664492361201
costa_caribe_b0065,costa_caribe,Costa Caribe,2022-07-18,1999,0.17903590202331543,0.2236366868019104,0.3431818181818182,0.16666666666666666,0.0,0.9887939090714091
costa_caribe_b0066,costa_caribe,Costa Caribe,2022-07-18,2002,0.19390910863876343,0.23308449983596802,1.0,1.0,0.0,0.9901830396584267
costa_caribe_b0067,costa_caribe,Costa Caribe,2022-07-18,2002,0.21291154623031616,0.29254376888275146,1.0,0.7064814814814815,0.0,0.9815171732076876
costa_caribe_b0068,costa_caribe,Costa Caribe,2022-07-18,2001,0.16640865802764893,0.2315288782119751,1.0,0.7777777777777778,0.0,0.9807700105869358
costa_caribe_b0069,costa_caribe,Costa Caribe,2022-07-18,2003,0.22079050540924072,0.25810325145721436,1.0,0.5961538461538461,0.0,0.979400405060508
costa_caribe_b0070,costa_caribe,Costa Caribe,2022-07-18,2001,0.16174191236495972,0.22615087032318115,0.675,0.20833333333333334,0.0,0.9709135871904736
costa_caribe_b0071,costa_caribe,Costa Caribe,2022-07-18,2002,0.17635810375213623,0.24633431434631348,0.33,0.25,0.0,0.978885630238946
costa_caribe_b0072,costa_caribe,Costa Caribe,2022-07-18,2005,0.18467557430267334,0.2723185420036316,0.32941176470588235,0.29824561403508776,0.0,0.9947039230240253
costa_caribe_b0073,costa_caribe,Costa Caribe,2022-07-18,2006,0.17617148160934448,0.26446062326431274,1.0,0.0,0.0,0.9895508461513637
costa_caribe_b0074,costa_caribe,Costa Caribe,2022-07-18,2001,0.18756788969039917,0.27291494607925415,1.0,0.0,0.0,0.9907660971230979
costa_caribe_b0075,costa_caribe,Costa Caribe,2022-07-18,2000,0.1697068214416504,0.22959917783737183,1.0,0.8333333333333334,0.0,0.9892725240588162
costa_caribe_b0076,costa_caribe,Costa Caribe,2022-07-18,2003,0.1765958070755005,0.2280493974685669,0.6933333333333334,0.39215686274509803,0.3970588235294118,0.9895085560732647
costa_caribe_b0077,costa_caribe,Costa Caribe,2022-07-18,2001,0.1931321620941162,0.2362183928489685,0.6066666666666667,0.33333333333333337,0.0,0.979350887743655
costa_caribe_b0078,costa_caribe,Costa Caribe,2022-07-18,1999,0.14817559719085693,0.2276511788368225,0.4717647058823529,0.29411764705882354,0.14705882352941174,0.975744652848281
costa_caribe_b0079,costa_caribe,Costa Caribe,2022-07-18,2002,0.19352883100509644,0.27337878942489624,1.0,0.2843137254901961,0.0,0.9849043497306686
costa_caribe_b0080,costa_caribe,Costa Caribe,2022-07-18,2000,0.20608508586883545,0.2867204546928406,0.22541666666666668,0.11805555555555555,0.309375,0.9851789237906406
costa_caribe_b0081,costa_caribe,Costa Caribe,2022-07-18,2003,0.17593145370483398,0.26624393463134766,1.0,0.2833333333333333,0.22499999999999998,0.9791050930115127
costa_caribe_b0082,costa_caribe,Costa Caribe,2022-07-18,2010,0.2224653959274292,0.2847742438316345,1.0,0.0,0.8749999999999999,0.9879847399657187
costa_caribe_b0083,costa_caribe,Costa Caribe,2022-07-18,2001,0.22009706497192383,0.2658035159111023,1.0,0.30000000000000004,0.0,0.9982420889941732
costa_caribe_b0084,costa_caribe,Costa Caribe,2022-07-18,2003,0.19153261184692383,0.2406652569770813,1.0,0.37037037037037035,0.7500000000000001,0.9857374573809693
costa_caribe_b0085,costa_caribe,Costa Caribe,2022-07-18,1999,0.2570590376853943,0.30394840240478516,1.0,0.16666666666666669,0.0,0.9896936279946538
costa_caribe_b0086,costa_caribe,Costa Caribe,2022-07-18,2001,0.151494562625885,0.21907353401184082,1.0,1.0,0.44999999999999996,0.9872967904907821
costa_caribe_b0087,costa_caribe,Costa Caribe,2022-07-18,2006,0.16724389791488647,0.23728442192077637,1.0,1.0,0.0,0.9848860352069345
costa_caribe_b0088,costa_caribe,Costa Caribe,2022-07-18,2002,0.21779996156692505,0.273476243019104,1.0,0.07575757575757576,0.0,0.9841410691168802
costa_caribe_b0089,costa_caribe,Costa Caribe,2022-07-18,1999,0.18203163146972656,0.27083343267440796,1.0,0.4166666666666667,0.0,0.9836950713075264
costa_caribe_b0090,costa_caribe,Costa Caribe,2022-07-18,2000,0.19007229804992676,0.2550714612007141,0.52,0.0,0.0,0.9550166793204117
costa_caribe_b0091,costa_caribe,Costa Caribe,2022-07-18,2005,0.18632352352142334,0.27444350719451904,1.0,0.40476190476190477,0.3571428571428571,0.9845835885731841
costa_caribe_b0092,costa_caribe,Costa Caribe,2022-07-18,2001,0.17435050010681152,0.2415146827697754,1.0,0.5256410256410257,0.0,0.996888452496127
costa_caribe_b0093,costa_caribe,Costa Caribe,2022-07-18,2000,0.2298579216003418,0.2941654920578003,1.0,0.5,0.0,0.9942213699374167
costa_caribe_b0094,costa_caribe,Costa Caribe,2022-07-18,2006,0.17292040586471558,0.25232189893722534,1.0,0.5128205128205129,0.0,0.9862357028547314
costa_caribe_b0095,costa_caribe,Costa Caribe,2022-07-18,2001,0.2299233078956604,0.2922011613845825,1.0,0.8333333333333334,0.0,0.9832095208791617
costa_caribe_b0096,costa_caribe,Costa Caribe,2022-07-18,2007,0.20918124914169312,0.29683780670166016,1.0,0.12820512820512822,0.0,0.9591400139280151
costa_caribe_b0097,costa_caribe,Costa Caribe,2022-07-18,2001,0.20827645063400269,0.2819232940673828,0.6666666666666666,0.0,0.0,0.9488773029140402
costa_caribe_b0098,costa_caribe,Costa Caribe,2022-07-18,2001,0.20535194873809814,0.2948657274246216,0.7166666666666667,0.0,0.0,0.9755359228520835
costa_caribe_b0099,costa_caribe,Costa Caribe,2022-07-18,1999,0.17825543880462646,0.27193331718444824,1.0,0.5555555555555556,0.0,0.9626204314822049
costa_caribe_b0100,costa_caribe,Costa Caribe,2022-07-18,2003,0.176256000995636,0.26977431774139404,0.19545454545454544,0.06944444444444445,0.103125,0.9549118248834999
costa_caribe_b0101,costa_caribe,Costa Caribe,2022-07-18,2001,0.19412684440612793,0.2651973366737366,0.5269230769230769,0.0,0.0,0.9795997745029198
costa_caribe_b0102,costa_caribe,Costa Caribe,2022-07-18,1999,0.1992008090019226,0.3032943606376648,0.6166666666666667,0.0,0.0,0.9703637503047727
costa_caribe_b0103,costa_caribe,Costa Caribe,2022-07-18,1999,0.17262589931488037,0.28187137842178345,0.23,0.11111111111111112,0.15,0.9545313768372072
costa_caribe_b0104,costa_caribe,Costa Caribe,2022-07-18,2000,0.1949055790901184,0.2707110643386841,0.25,0.2777777777777778,0.0,0.9714938414866796
costa_caribe_b0105,costa_caribe,Costa Caribe,2022-07-18,2001,0.1508345603942871,0.2605621814727783,0.5375,0.0,0.0,0.9830486155004714
costa_caribe_b0106,costa_caribe,Costa Caribe,2022-07-18,2011,0.23354637622833252,0.2901945114135742,0.7769230769230769,0.25641025641025644,0.0,0.9774167610645991
costa_caribe_b0107,costa_caribe,Costa Caribe,2022-07-18,2003,0.16292202472686768,0.2398102879524231,1.0,0.0,0.3863636363636364,0.9878989412633157
costa_caribe_b0108,costa_caribe,Costa Caribe,2022-07-18,2006,0.20974516868591309,0.27586841583251953,1.0,0.2777777777777778,0.18749999999999997,0.9862932498427791
costa_caribe_b0109,costa_caribe,Costa Caribe,2022-07-18,2008,0.25195103883743286,0.3138769865036011,0.5684210526315789,0.0,0.0,0.9907239063732015
costa_caribe_b0110,costa_caribe,Costa Caribe,2022-07-18,1999,0.2144971489906311,0.28285735845565796,0.96875,1.0,0.0,0.9931144312845379
costa_caribe_b0111,costa_caribe,Costa Caribe,2022-07-18,2002,0.27773284912109375,0.33508116006851196,1.0,1.0,0.0,0.9855983717959326
costa_caribe_b0112,costa_caribe,Costa Caribe,2022-07-18,2001,0.22422200441360474,0.29319655895233154,0.7454545454545454,0.6944444444444445,0.0,0.9876987057556109
costa_caribe_b0113,costa_caribe,Costa Caribe,2022-07-18,2004,0.21735352277755737,0.2839422821998596,1.0,1.0,0.0,0.9791272936602174
costa_caribe_b0114,costa_caribe,Costa Caribe,2022-07-18,2001,0.21035915613174438,0.275768518447876,1.0,1.0,0.0,0.9838347330095126
costa_caribe_b0115,costa_caribe,Costa Caribe,2022-07-18,2010,0.20661503076553345,0.29333382844924927,1.0,1.0,1.0,0.9836596360508747
costa_caribe_b0116,costa_caribe,Costa Caribe,2022-07-18,2003,0.16849291324615479,0.2620745301246643,1.0,1.0,1.0,0.9768812266099643
costa_caribe_b0117,costa_caribe,Costa Caribe,2022-07-18,2000,0.19995152950286865,0.2776191234588623,1.0,1.0,0.0,0.9844552118738606
costa_caribe_b0118,costa_caribe,Costa Caribe,2022-07-18,2001,0.16699111461639404,0.22750085592269897,1.0,0.2916666666666667,0.0,0.9908910554033343
costa_caribe_b0119,costa_caribe,Costa Caribe,2022-07-18,2001,0.20630621910095215,0.268768846988678,1.0,0.8333333333333334,0.0,0.9856832675451231
costa_caribe_b0120,costa_caribe,Costa Caribe,2022-07-18,2002,0.18711316585540771,0.2357690930366516,1.0,0.7708333333333334,0.28125,0.9827840141308227
costa_caribe_b0121,costa_caribe,Costa Caribe,2022-07-18,1999,0.17754310369491577,0.2197178602218628,0.8666666666666667,0.5555555555555556,0.3333333333333333,0.9852582134196496
costa_caribe_b0122,costa_caribe,Costa Caribe,2022-07-18,2004,0.19625318050384521,0.2847856879234314,1.0,1.0,0.0,0.9810296356498335
costa_caribe_b0123,costa_caribe,Costa Caribe,2022-07-18,2001,0.18150609731674194,0.26833778619766235,1.0,0.8333333333333334,0.0,0.9837084366443617
costa_caribe_b0124,costa_caribe,Costa Caribe,2022-07-18,2002,0.24244040250778198,0.31746751070022583,0.65,0.0,0.0,0.9825097276120773
costa_caribe_b0125,costa_caribe,Costa Caribe,2022-07-18,2001,0.21589189767837524,0.30006641149520874,1.0,0.8,1.0,0.9804379992916393
costa_caribe_b0126,costa_caribe,Costa Caribe,2022-07-18,2002,0.1841631531715393,0.2810478210449219,0.20434782608695654,0.06944444444444445,0.0,0.9848927387178986
costa_caribe_b0127,costa_caribe,Costa Caribe,2022-07-18,2001,0.2117817997932434,0.2883753776550293,0.3727272727272727,0.0,0.21521739130434786,0.9875870102570727
costa_caribe_b0128,costa_caribe,Costa Caribe,2022-07-18,1530,0.18003827333450317,0.26319462060928345,0.6153846153846154,0.07777777777777778,0.29000000000000004,0.9940452757287365
