audio,bloque_id,chars,subcaso,fecha,tipo,y2_sa,y4_nv,y10_rep,y8_mafapo_cs,y9_cidh_cs,corpus,y2_sa_z,y4_nv_z,y10_rep_z,y8_mafapo_cs_z,y9_cidh_cs_z,DIS,IEI
costa_caribe,costa_caribe_b0004,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.3124,0.12820512820512822,0.0,0.1388328740834475,0.2547494173049927,C,0.11507969303102258,0.39404950633350316,0.3775665438670359,0.23870223134844512,0.4860569360170392,0.3649252566174732,0.4037562359853323
costa_caribe,costa_caribe_b0005,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.4525,0.06172839506172839,0.0,0.1284888505408999,0.2468489408493042,C,0.18065825517677037,0.34755633658274204,0.3775665438670359,0.1989167081800058,0.43054941325242535,0.37160514395571853,0.3671065058857655
costa_caribe,costa_caribe_b0006,2003,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.134375,0.0,0.0,0.1459849099854054,0.2612106800079345,C,0.0623405414205702,0.3068205197831304,0.3775665438670359,0.26923249393957827,0.5317728937402643,0.3159364082611844,0.4017777727992807
costa_caribe,costa_caribe_b0007,2004,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.05652173913043478,0.11494252873563218,0.0,0.1780371921553196,0.2611979842185974,C,0.04723777771941452,0.384588142104805,0.3775665438670359,0.43150833764348534,0.5316833368052121,0.33786910877836607,0.47799831228905637
costa_caribe,costa_caribe_b0008,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.4166666666666667,0.0,0.1055048501354581,0.2510183453559875,C,0.6344616351606505,0.6071296895862546,0.3775665438670359,0.12882392538087883,0.4597151947839352,0.6212870005013059,0.4133005264632511
costa_caribe,costa_caribe_b0009,2007,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.5000000000000001,0.0,0.1650669490933431,0.1910511255264282,C,0.6344616351606505,0.6649251728497978,0.3775665438670359,0.36165330744010055,0.13465864106089054,0.6415154196435461,0.4442283702552556
costa_caribe,costa_caribe_b0010,1999,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.18518518518518517,0.0,0.1090953049551988,0.1486606001853943,C,0.6344616351606505,0.43552545071913695,0.3775665438670359,0.13818727323265767,0.044731302330355154,0.5612255168978147,0.2906798600038783
costa_caribe,costa_caribe_b0011,2006,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.7142857142857143,0.0,0.1974601653071546,0.1445035338401794,C,0.6344616351606505,0.7905636580782781,0.3775665438670359,0.5404894580826214,0.03996022098636668,0.6854888894735142,0.5192909602723532
costa_caribe,costa_caribe_b0012,2002,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.0,0.17045454545454544,0.1372458269845796,0.2606667876243591,C,0.6344616351606505,0.3068205197831304,0.5794720131529184,0.2322592970575533,0.5279344815540465,0.45560715028444776,0.34768837759615184
costa_caribe,costa_caribe_b0013,1999,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.0,0.0,0.1557874858743551,0.2280758023262024,C,0.6344616351606505,0.3068205197831304,0.3775665438670359,0.3148677122576324,0.30757960677340945,0.5161787910702125,0.37291144181722863
costa_caribe,costa_caribe_b0014,2004,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.7575757575757576,0.0,0.1487705411079944,0.2893654108047485,C,0.6344616351606505,0.8112612709905859,0.3775665438670359,0.28176964033062935,0.7160386877492191,0.6927330539928218,0.5691291206398034
costa_caribe,costa_caribe_b0015,2005,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.5555555555555556,0.0,0.2342270748484939,0.2410972118377685,C,0.6344616351606505,0.7009919324814305,0.3775665438670359,0.7293751016111302,0.3911315320979969,0.6541387855146176,0.6332422663304454
costa_caribe,costa_caribe_b0016,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.4166666666666667,0.0,0.2234843904115004,0.2415003180503845,C,0.6344616351606505,0.6071296895862546,0.3775665438670359,0.6790028428012543,0.39385456680892594,0.6212870005013059,0.5926910219653807
costa_caribe,costa_caribe_b0017,1999,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.9227272727272727,0.7575757575757576,0.0,0.2234510103248498,0.2392595410346985,C,0.564684674942254,0.8112612709905859,0.3775665438670359,0.6788387497860753,0.37880577158429707,0.6683111179163832,0.6406567257162251
costa_caribe,costa_caribe_b0018,2000,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.5555555555555556,0.0,0.1648042783834322,0.2197657823562622,C,0.6344616351606505,0.7009919324814305,0.3775665438670359,0.36028691633802434,0.25982370690584244,0.6541387855146176,0.4777998364464275
costa_caribe,costa_caribe_b0019,2005,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.0,0.0,0.1566265258248342,0.2571024298667907,C,0.6344616351606505,0.3068205197831304,0.3775665438670359,0.3189637839068538,0.5027187056250162,0.5161787910702125,0.4133728866647775
costa_caribe,costa_caribe_b0020,2007,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.2333333333333333,0.37499999999999994,0.1619298561315441,0.2402231693267822,C,0.6344616351606505,0.4713154719214093,0.7867091373502394,0.3454859693699233,0.38525069223258107,0.451009246273649,0.3584572682362938
costa_caribe,costa_caribe_b0021,2004,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.19444444444444442,0.0,0.156220731218078,0.2883868813514709,C,0.6344616351606505,0.44236781907526074,0.3775665438670359,0.31697920997940987,0.7103684375792693,0.5636203458224581,0.4880950570040553
costa_caribe,costa_caribe_b0022,2006,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.0,0.234375,0.2048103263205312,0.2726539969444275,C,0.6344616351606505,0.3068205197831304,0.6521021728019802,0.5812894237191314,0.6109853870982566,0.4338181023897292,0.4719330711067339
costa_caribe,costa_caribe_b0023,2006,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.631,0.0,0.25,0.1357340040927462,0.2602967023849487,C,0.30170290296688435,0.3068205197831304,0.6689643228605442,0.22623547820868548,0.5253207612232825,0.31229390110434185,0.3271588349913702
costa_caribe,costa_caribe_b0024,2000,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.8333333333333334,0.0,0.1022820972488014,0.2649877071380615,C,0.6344616351606505,0.8436382740375591,0.3775665438670359,0.12088513327842507,0.5583004914998347,0.7040650050592625,0.48936615468339834
costa_caribe,costa_caribe_b0025,2002,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.5909090909090909,0.0,0.0,0.216775240387988,0.2672663331031799,C,0.27085522765001235,0.3068205197831304,0.3775665438670359,0.6451741265419693,0.5741544654991789,0.38891654844148915,0.5418336585619005
costa_caribe,costa_caribe_b0026,2004,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.2638888888888889,0.0,0.1692936373670391,0.2748919725418091,C,0.6344616351606505,0.4942061627018239,0.3775665438670359,0.38393523006452746,0.6259447856782483,0.5817637660917552,0.5076045195602831
costa_caribe,costa_caribe_b0027,2002,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.5555555555555556,0.0,0.1483935479509259,0.2655916213989258,C,0.6344616351606505,0.7009919324814305,0.3775665438670359,0.2800523048001579,0.5625153059177056,0.6541387855146176,0.5102560422105469
costa_caribe,costa_caribe_b0028,2004,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,1.0,0.3125,0.142059885772886,0.2890700101852417,C,0.6344616351606505,0.8989550246610704,0.7319136067192202,0.2521771284754071,0.7143340102000534,0.6171217489218361,0.5094848318278267
costa_caribe,costa_caribe_b0029,2000,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.0,1.0,0.1721565227889473,0.2865161895751953,C,0.6344616351606505,0.3068205197831304,0.9867926701069439,0.39931586546960585,0.6993441651294289,0.3334109531982401,0.35897598186464164
costa_caribe,costa_caribe_b0030,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.0,0.3125,0.1750460384827107,0.2361371517181396,C,0.6344616351606505,0.3068205197831304,0.7319136067192202,0.4150434924720413,0.35822452560840584,0.4098746722145572,0.3472325360888342
costa_caribe,costa_caribe_b0031,2000,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.6428571428571429,0.0,0.2049372516570137,0.2980822920799255,C,0.6344616351606505,0.7528724289516071,0.3775665438670359,0.5819859294495805,0.7634789632127229,0.6722969592791793,0.6690956664143924
costa_caribe,costa_caribe_b0032,1999,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.5555555555555556,0.0,0.14814871759585,0.2637788653373718,C,0.6344616351606505,0.7009919324814305,0.3775665438670359,0.2789404488346733,0.5498391025586813,0.6541387855146176,0.5073316519508224
costa_caribe,costa_caribe_b0033,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.9550000000000001,0.21794871794871798,0.0,0.1721669460737156,0.2311620712280273,C,0.5943118221915353,0.45982957762474524,0.3775665438670359,0.39937224857088144,0.3265074239039693,0.5556795267755874,0.4445258574133815
costa_caribe,costa_caribe_b0034,2006,Costa Caribe,2022-07-18,audiencia_reconocimiento,1.0,0.35714285714285715,0.0,0.1343421047989709,0.2212263941764831,C,0.6344616351606505,0.5638126519388811,0.3775665438670359,0.22078797753989346,0.2678603700624281,0.6061260373247253,0.39628772036276144
