doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning,y8_cs,y9_cs,y8_mafapo_cs,y9_cidh_cs
04e1eb5aaa561608b95e411f6164d101e4c09ecfbf3514bf4802ee3044fa84f7,CONSIDERACIONES,A-CE,2017.0,0.0,1.0,0.9931,0.7333,0,0.7931,0.10975609756097561,0.7138013204461708,0.2531122832406441,0.2111831366590756,,8000,105,11,3,0,2.001,False,0.1972742080688476,0.2412400245666504,0.1972742080688476,0.2412400245666504
04e1eb5aaa561608b95e411f6164d101e4c09ecfbf3514bf4802ee3044fa84f7,DECISIÓN,A-CE,2017.0,0.0,1.0,0.994,0.0,0,0.7931,0.0,0.6768973808553447,0.2154083851021323,0.2444511624235459,,1043,7,0,0,0,0.36,False,0.217328131198883,0.2611383199691772,0.217328131198883,0.2611383199691772
057f5cc436d1502f742a53154eb9aaf8aa1e2a9b31896c22b66756f059831b16,HECHOS,A-CSJ,2016.0,0.0,1.0,0.9813,0.925,1,0.7586,0.0,0.6998816818216416,0.1811239748035196,0.2113557355539,,1312,4,4,0,0,0.442,False,0.1986026763916015,0.2745041847229004,0.1986026763916015,0.2745041847229004
057f5cc436d1502f742a53154eb9aaf8aa1e2a9b31896c22b66756f059831b16,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9879,0.3232,1,0.7586,0.06,0.7139791201269343,0.2798071854598383,0.2639393816052995,,8000,63,7,3,0,1.862,False,0.2375556826591491,0.3009083867073059,0.2375556826591491,0.3009083867073059
057f5cc436d1502f742a53154eb9aaf8aa1e2a9b31896c22b66756f059831b16,DECISIÓN,A-CSJ,2016.0,0.0,0.65,0.993,0.0,1,0.7586,0.0,0.6476960273643618,0.2039159153318158,0.2329033864867249,,402,2,0,0,0,0.217,False,0.1993750929832458,0.2276062369346618,0.1993750929832458,0.2276062369346618
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,HECHOS,A-CE,2020.0,0.0,1.0,0.9832,0.5641,0,0.8966,0.0,0.7463757840629591,0.2632172979417856,0.2713777566564215,,3083,14,5,0,0,0.738,False,0.4045480489730835,0.4196357131004333,0.4045480489730835,0.4196357131004333
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,CONSIDERACIONES,A-CE,2020.0,0.0,1.0,0.9804,0.5,0,0.8966,0.10767241379310347,0.7035397100542634,0.2506874320422079,0.1759541841908809,,8000,55,9,16,0,1.859,False,0.2310335636138916,0.2749361991882324,0.2310335636138916,0.2749361991882324
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,DECISIÓN,A-CE,2020.0,0.0,1.0,0.9857,0.0778,0,0.8966,0.5294117647058824,0.7018763152707138,0.251092030820971,0.2502933757928854,,4007,16,1,4,0,0.903,False,0.2087166905403137,0.2605551481246948,0.2087166905403137,0.2605551481246948
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,HECHOS,A-CSJ,2016.0,0.0,0.34,0.9744,0.3333,1,0.7586,0.0,0.6745203897303779,0.2026408671574689,0.2358063564475936,,1357,2,1,0,0,0.407,False,0.1582309603691101,0.2016675472259521,0.1582309603691101,0.2016675472259521
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9953,0.3854,1,0.7586,0.0,0.7106573239535703,0.2510980889040227,0.2348194515192443,,6645,51,4,0,0,2.084,False,0.196719229221344,0.2595148086547851,0.196719229221344,0.2595148086547851
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,DECISIÓN,A-CSJ,2016.0,0.0,0.52,0.9868,0.3333,1,0.7586,0.0,0.6662181747992547,0.2327381115440679,0.272084469658712,,773,2,1,0,0,0.57,False,0.2769802808761596,0.2975323796272278,0.2769802808761596,0.2975323796272278
0835aff2f7b290575f4c137c746195900f0297f0d0f9973533ccfe7931843bd1,CONSIDERACIONES,A-CE,2012.0,0.0,1.0,0.9952,0.1111,0,0.6207,0.03993055555555555,0.6997957611146624,0.3118738837242808,0.2582114233959924,,8000,32,1,5,0,2.88,False,0.2060458064079284,0.229725956916809,0.2060458064079284,0.229725956916809
0835aff2f7b290575f4c137c746195900f0297f0d0f9973533ccfe7931843bd1,DECISIÓN,A-CE,2012.0,0.0,0.6262,0.9965,0.1296,0,0.6207,0.0,0.6860403985204913,0.2326238536447511,0.2554278287350575,,3027,4,1,0,0,1.548,False,0.1812694668769836,0.2115870714187622,0.1812694668769836,0.2115870714187622
08e5432af3304b3a3a170a98fdbf65a0ed258dee5857fee19d538aa2d87f4057,DECISIÓN,A-CE,2006.0,0.0,0.5417,0.9911,0.0,0,0.4138,0.0,0.706257873888984,0.2596777865228202,0.2602325772729359,,2225,5,0,0,0,1.105,False,0.230901300907135,0.2882275581359863,0.230901300907135,0.2882275581359863
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,HECHOS,A-CSJ,2017.0,0.0,1.0,0.9805,0.3214,1,0.7931,0.16071428571428573,0.7116707053969545,0.2623350377505241,0.2487591933979281,,6792,52,6,2,0,2.686,False,0.1237969398498535,0.1768851280212402,0.1237969398498535,0.1768851280212402
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,CONSIDERACIONES,A-CSJ,2017.0,0.0,1.0,0.9871,0.7018,1,0.7931,0.21774193548387097,0.7020285138831558,0.2312107392218529,0.2113234615873788,,8000,70,9,3,0,3.018,False,0.1529850363731384,0.2097803354263305,0.1529850363731384,0.2097803354263305
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,DECISIÓN,A-CSJ,2017.0,0.0,0.0,0.9931,0.0,1,0.7931,0.0,0.6624161809367596,0.2386823571925995,0.2750159519518664,,360,0,0,0,0,0.396,False,0.2472058534622192,0.2951812148094177,0.2472058534622192,0.2951812148094177
0c26b5b6275ecd41519f439bd6423b00c5a60d7f16364fe93ed8b2a60cc488c2,DECISIÓN,A-CSJ,2015.0,0.0,1.0,0.9966,0.0,1,0.7241,0.0,0.6349521697644548,0.1928248939304016,0.2257362371548671,,481,6,0,0,0,0.472,False,0.2492591142654419,0.315207839012146,0.2492591142654419,0.315207839012146
0c6ebf783e6197586b6569bbd3e53cc9d96e6929eaaf5dae3e9a390bc5925295,HECHOS,A-CSJ,2015.0,0.0,0.65,0.9889,0.0,1,0.7241,0.0,0.6629345558499087,0.1942194856943684,0.212427953088545,,637,1,0,0,0,0.529,False,0.2232046127319336,0.2779681086540222,0.2232046127319336,0.2779681086540222
0c6ebf783e6197586b6569bbd3e53cc9d96e6929eaaf5dae3e9a390bc5925295,CONSIDERACIONES,A-CSJ,2015.0,0.0,1.0,0.9925,0.3188,1,0.7241,0.11805555555555557,0.7026651759735824,0.2356102039103755,0.2229671079856356,,8000,57,5,2,0,3.549,False,0.1596043705940246,0.2077230811119079,0.1596043705940246,0.2077230811119079
0c6ebf783e6197586b6569bbd3e53cc9d96e6929eaaf5dae3e9a390bc5925295,DECISIÓN,A-CSJ,2015.0,0.0,0.65,0.9945,0.0,1,0.7241,0.0,0.6631026635582093,0.2096351903974795,0.2318283162318051,,605,2,0,0,0,0.439,False,0.2770748138427734,0.3201673626899719,0.2770748138427734,0.3201673626899719
0d0427146a475d6807860fa5ff899640aa9dd7d1ab1d174310b080e601a3161c,CONSIDERACIONES,A-CSJ,2017.0,0.0,1.0,0.9901,0.3403,1,0.7931,0.15178571428571425,0.7012254624161969,0.2492428829749575,0.1907132229588783,,8000,60,7,4,0,3.286,False,0.3534969091415405,0.3786271214485168,0.3534969091415405,0.3786271214485168
0d0427146a475d6807860fa5ff899640aa9dd7d1ab1d174310b080e601a3161c,DECISIÓN,A-CSJ,2017.0,0.0,0.7429,0.9946,0.0,1,0.7931,0.0,0.6899043940571309,0.2544972148723643,0.2895800213987303,,831,4,0,0,0,0.449,False,0.2599927186965942,0.3157248497009277,0.2599927186965942,0.3157248497009277
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9836,0.3654,0,0.4483,0.763888888888889,0.6940359189420118,0.2222249693783297,0.2220864668358237,,8000,65,6,12,0,2.441,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,CONSIDERACIONES,A-CE,2007.0,0.0,1.0,1.0,0.0,0,0.4483,0.0,0.6283265718223666,0.2895364438763739,0.2732997461116337,,182,2,0,0,0,0.305,False,0.2960203886032104,0.2940312027931213,0.2960203886032104,0.2940312027931213
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9847,0.0,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,8000,31,0,2,0,2.685,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.997,0.2778,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,779,5,1,2,0,0.528,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,1.0,0.0,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,343,2,0,2,0,0.299,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,1.0,0.5833,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,393,4,1,2,0,0.361,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9876,1.0,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,5180,55,8,2,0,1.956,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9841,1.0,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,5174,31,8,2,0,2.995,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,1.0,1.0,0,0.4483,0.763888888888889,0.6940359189420118,0.2222249693783297,0.2220864668358237,,181,1,2,12,0,0.452,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9808,0.1481,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,8000,49,3,2,0,3.155,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9867,0.4123,0,0.4483,0.763888888888889,0.6940359189420118,0.2222249693783297,0.2220864668358237,,8000,59,5,12,0,2.447,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9794,0.5595,0,0.4483,0.763888888888889,0.6940359189420118,0.2222249693783297,0.2220864668358237,,8000,50,5,12,0,2.022,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,0.4333,0.9963,0.0,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,447,1,0,2,0,0.335,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,0.6352,0.9795,0.1288,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,5505,18,4,2,0,2.315,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,0.8058,0.9698,0.0,0,0.4483,0.763888888888889,0.6940359189420118,0.2222249693783297,0.2220864668358237,,3108,14,0,12,0,1.587,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,HECHOS,A-CE,2007.0,0.0,1.0,0.9912,0.3333,0,0.4483,0.032363013698630136,0.6905534037377041,0.262511182127342,0.2661607458671895,,882,6,1,2,0,0.555,False,0.2195156812667846,0.2663180828094482,0.2195156812667846,0.2663180828094482
0d799109865a9a1c946f34c99eb7dd27372d79c6adcd5aad2721ca3535a139ae,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9849,0.1852,0,0.4483,0.763888888888889,0.6940359189420118,0.2222249693783297,0.2220864668358237,,2913,27,1,12,0,1.858,False,0.2046244740486145,0.2514148950576782,0.2046244740486145,0.2514148950576782
0dbbebfd3378e61da701d999871c50a597e2c0c9087259ca6f4496ba330547fb,HECHOS,A-CSJ,2015.0,0.0,1.0,0.9814,0.375,1,0.7241,0.0,0.713451624978337,0.2348714291470414,0.2456282147104809,,2340,11,1,0,0,0.662,False,0.175383448600769,0.2460252046585083,0.175383448600769,0.2460252046585083
0dbbebfd3378e61da701d999871c50a597e2c0c9087259ca6f4496ba330547fb,CONSIDERACIONES,A-CSJ,2015.0,0.0,1.0,0.9929,0.1566,1,0.7241,0.0,0.7110431562507653,0.272832066276111,0.2380411300254751,,8000,60,4,0,0,1.832,False,0.1640225648880005,0.2285987138748169,0.1640225648880005,0.2285987138748169
0dbbebfd3378e61da701d999871c50a597e2c0c9087259ca6f4496ba330547fb,DECISIÓN,A-CSJ,2015.0,0.0,0.52,0.9884,0.0,1,0.7241,0.0,0.6705142772044933,0.2502240784015979,0.2734707129552374,,1091,2,0,0,0,0.349,False,0.2376773357391357,0.2448464035987854,0.2376773357391357,0.2448464035987854
0ed77f2cfbb0dd802977892ac2f74ced8f0997e901f65ff326b1a24383a8014d,HECHOS,A-CSJ,2014.0,0.0,1.0,0.9819,1.0,1,0.6897,0.0,0.7109487035145283,0.2069503453245021,0.2381418323336479,,1336,6,4,0,0,0.422,False,0.1523600220680236,0.2047284245491027,0.1523600220680236,0.2047284245491027
0ed77f2cfbb0dd802977892ac2f74ced8f0997e901f65ff326b1a24383a8014d,CONSIDERACIONES,A-CSJ,2014.0,0.0,1.0,0.9919,0.3274,1,0.6897,0.0,0.7031627344158411,0.2626515556792118,0.2347076533272198,,8000,54,7,0,0,2.21,False,0.2001519799232483,0.2448062300682068,0.2001519799232483,0.2448062300682068
0ed77f2cfbb0dd802977892ac2f74ced8f0997e901f65ff326b1a24383a8014d,DECISIÓN,A-CSJ,2014.0,0.0,0.8667,0.9947,0.0,1,0.6897,0.0,0.6646571280924609,0.2165651446066625,0.2550829725252395,,763,4,0,0,0,0.357,False,0.2151415944099426,0.2893388867378235,0.2151415944099426,0.2893388867378235
1017bb4b8803a7bc19c985b819db04d31c7ceb9ea89dcb490bf22e55e7b21310,HECHOS,A-CSJ,2012.0,0.0,1.0,0.9755,0.5938,1,0.6207,0.0,0.6792187547902097,0.1742135214815514,0.1964918111459607,,844,5,3,0,2,0.348,False,0.2123857736587524,0.2716879844665527,0.2123857736587524,0.2716879844665527
1017bb4b8803a7bc19c985b819db04d31c7ceb9ea89dcb490bf22e55e7b21310,CONSIDERACIONES,A-CSJ,2012.0,0.0,1.0,0.9907,0.553,1,0.6207,0.0,0.7131143343229057,0.2597868293019465,0.2157131653813224,,6760,73,10,0,0,1.55,False,0.1846451163291931,0.2323975563049316,0.1846451163291931,0.2323975563049316
1017bb4b8803a7bc19c985b819db04d31c7ceb9ea89dcb490bf22e55e7b21310,DECISIÓN,A-CSJ,2012.0,0.0,0.5571,0.9891,0.0,1,0.6207,0.0,0.6748500958797815,0.2249380121664128,0.2560275702560991,,741,3,0,0,0,0.278,False,0.2704799771308899,0.2993080615997314,0.2704799771308899,0.2993080615997314
101c3e12caf10998684a857b9e1944c517a646fd3a95eb52668ed22b6afb4847,CONSIDERACIONES,A-CE,2009.0,0.0,1.0,0.9857,0.3524,0,0.5172,0.0,0.7116529304259726,0.2831665969826157,0.2583524424732584,,8000,49,8,0,0,3.044,False,0.1877030134201049,0.2357869148254394,0.1877030134201049,0.2357869148254394
101c3e12caf10998684a857b9e1944c517a646fd3a95eb52668ed22b6afb4847,DECISIÓN,A-CE,2009.0,0.0,0.832,1.0,0.0,0,0.5172,0.0,0.6601238010700275,0.2850086580646165,0.2624510613144433,,638,3,0,0,0,0.533,False,0.2567518353462219,0.2815765142440796,0.2567518353462219,0.2815765142440796
106207e34d1fde6cc55bdea86edabf25cf31ebd5a39d5abd7a682be041c84ca6,DECISIÓN,A-CE,2006.0,0.0,1.0,0.982,0.0,0,0.4138,0.5340909090909091,0.6885962380114353,0.2313955349155008,0.2350399888203822,,4240,18,0,3,0,2.121,False,0.2339910268783569,0.2741550803184509,0.2339910268783569,0.2741550803184509
11c114614955769118b19cb9b78875fec45fc67acf2a040cd0127ef278738517,CONSIDERACIONES,A-CE,2016.0,0.0,1.0,0.9908,0.3651,0,0.7586,0.0,0.7146096336666653,0.3092475298702141,0.2548970359993643,,8000,65,5,0,0,3.148,False,0.2222058176994323,0.2824698090553283,0.2222058176994323,0.2824698090553283
11c114614955769118b19cb9b78875fec45fc67acf2a040cd0127ef278738517,DECISIÓN,A-CE,2016.0,0.0,1.0,0.9919,0.0,0,0.7586,0.0,0.6512369976726149,0.2587511810423256,0.2297833621954125,,402,3,0,0,0,0.408,False,0.2268676161766052,0.2579812407493591,0.2268676161766052,0.2579812407493591
11c114614955769118b19cb9b78875fec45fc67acf2a040cd0127ef278738517,DECISIÓN,A-CE,2016.0,0.0,0.3714,0.9861,0.0,0,0.7586,0.0,0.6512369976726149,0.2587511810423256,0.2297833621954125,,685,2,0,0,0,0.505,False,0.2268676161766052,0.2579812407493591,0.2268676161766052,0.2579812407493591
128907d4b8ab2daa38d9d84c3a8d7c94aa85787d1938526d9d7d1e50e7ef7e14,HECHOS,A-CE,2004.0,0.0,1.0,0.9856,0.1008,0,0.3448,0.0,0.6930102360175464,0.2655830028510744,0.2398925029014622,,5588,39,2,0,0,2.321,False,0.1765409708023071,0.2216670513153076,0.1765409708023071,0.2216670513153076
128907d4b8ab2daa38d9d84c3a8d7c94aa85787d1938526d9d7d1e50e7ef7e14,CONSIDERACIONES,A-CE,2004.0,0.0,1.0,0.9878,0.2564,0,0.3448,0.0,0.7121975898830697,0.285182947219833,0.2298952159824566,,8000,79,2,0,0,2.791,False,0.2362434267997741,0.2721015810966491,0.2362434267997741,0.2721015810966491
128907d4b8ab2daa38d9d84c3a8d7c94aa85787d1938526d9d7d1e50e7ef7e14,DECISIÓN,A-CE,2004.0,0.0,0.78,0.9933,0.0,0,0.3448,0.0,0.6754240296629203,0.2700412896601388,0.2997679843647524,,456,3,0,0,0,0.347,False,0.2281113266944885,0.2796282172203064,0.2281113266944885,0.2796282172203064
12c68e398fa497e0ea30779cdba94307138aedeb24e33f6014c4d899fbccb577,CONSIDERACIONES,A-CE,,0.0,1.0,0.9725,0.8317,0,0.5,0.031306306306306306,0.7001573963159574,0.2369678167875277,0.2209595365836502,,8000,48,13,4,1,2.629,False,0.1360500454902649,0.1722828149795532,0.1360500454902649,0.1722828149795532
12c68e398fa497e0ea30779cdba94307138aedeb24e33f6014c4d899fbccb577,DECISIÓN,A-CE,,0.0,0.65,0.9962,0.0,0,0.5,0.19038461538461537,0.7016185418557724,0.2561219528434763,0.2541858993779325,,1917,5,0,1,0,0.786,False,0.1778882145881652,0.223412811756134,0.1778882145881652,0.223412811756134
1416ae13e1f448ff1c4a051b27136a9f9ba34ec7174f346d299d3cb978e3b460,DECISIÓN,A-CE,2003.0,0.0,0.65,0.9911,0.0,0,0.3103,0.35357142857142854,0.6568677402883659,0.2166674087991451,0.2223966011663865,,1524,3,0,1,0,0.743,False,0.1945481300354004,0.2475891709327697,0.1945481300354004,0.2475891709327697
143256801feffea8eacf63001c92274b9ee28a8c10aef1662e7c78759e087fcb,CONSIDERACIONES,A-CSJ,2014.0,0.0,1.0,0.9947,0.5294,1,0.6897,0.28125,0.7154591664864522,0.2906997950191431,0.2367539971692326,,7102,52,6,2,0,2.516,False,0.2358390092849731,0.2723278403282165,0.2358390092849731,0.2723278403282165
143256801feffea8eacf63001c92274b9ee28a8c10aef1662e7c78759e087fcb,DECISIÓN,A-CSJ,2014.0,0.0,1.0,0.9919,0.0,1,0.6897,0.0,0.6866175828033722,0.2747356926795723,0.3086348766383757,,524,3,0,0,0,0.598,False,0.3341352343559265,0.3682382702827453,0.3341352343559265,0.3682382702827453
154480cd4a5177fbc95ccb84329bb279147770f8e9ba039528ea8c761a2c24a2,HECHOS,A-CE,2017.0,0.0,1.0,0.9846,0.3951,0,0.7931,0.7258064516129034,0.7127881292867932,0.223675514014769,0.222065647937686,,8000,56,7,12,0,2.753,False,0.1839845776557922,0.2448161840438842,0.1839845776557922,0.2448161840438842
154480cd4a5177fbc95ccb84329bb279147770f8e9ba039528ea8c761a2c24a2,CONSIDERACIONES,A-CE,2017.0,0.0,1.0,0.9943,0.4946,0,0.7931,0.30479452054794526,0.7054870820996827,0.2704952206273039,0.2269402658321287,,8000,70,11,11,0,2.687,False,0.2348383069038391,0.277729332447052,0.2348383069038391,0.277729332447052
154480cd4a5177fbc95ccb84329bb279147770f8e9ba039528ea8c761a2c24a2,DECISIÓN,A-CE,2017.0,0.0,0.65,0.9945,0.0,0,0.7931,0.0,0.6646654432973264,0.2400692426146252,0.2622242137347836,,476,2,0,0,0,0.381,False,0.2762581706047058,0.3037660121917724,0.2762581706047058,0.3037660121917724
15a84895577a3f984716399508c5f7a8380a5a0f3eafcefd1eb69cebc13b53b5,CONSIDERACIONES,A-CE,2009.0,0.0,1.0,0.9811,0.1333,0,0.5172,0.020625,0.7085968953484465,0.2809546068764341,0.2512785174039454,,8000,60,3,1,0,2.786,False,0.1712948679924011,0.2348459362983703,0.1712948679924011,0.2348459362983703
15a84895577a3f984716399508c5f7a8380a5a0f3eafcefd1eb69cebc13b53b5,CONSIDERACIONES,A-CE,2009.0,0.0,1.0,0.9784,1.0,0,0.5172,0.020625,0.7085968953484465,0.2809546068764341,0.2512785174039454,,8000,48,25,1,0,3.116,False,0.1712948679924011,0.2348459362983703,0.1712948679924011,0.2348459362983703
15a84895577a3f984716399508c5f7a8380a5a0f3eafcefd1eb69cebc13b53b5,DECISIÓN,A-CE,2009.0,0.0,1.0,0.9943,0.202,0,0.5172,0.5213414634146342,0.7107668577250253,0.234219223155362,0.2385305247689192,,8000,50,4,12,0,2.546,False,0.1686159372329712,0.2329683303833007,0.1686159372329712,0.2329683303833007
